geom,sol,site,pos,Ls,SCLK_START,SCLK_END,lat_dd,lon_dd,easting_m,northing_m,elev_m,straightli,straight_1,traverse_d,total_dist,dist_bradb,azimuth_br,pitch_rad,roll_rad,tilt_rad,yaw_rad,pitch_deg,roll_deg,tilt_deg,yaw_deg,mobtrav_id,mobtrav_to,drive_type,site_pos,5_drive_av,sol_site_p,ORIG_FID
01010000A0E61000002F9F87DB212E6140DC02B73C9D5B12C07A150080F894B1C0,3,2,0,152.2,0,0,-4.589467,137.441633,8146811.223,-272039.2682,-4500.970703,0,0,0,0,0,0,-0.063142,-0.042278,0.075974,1.94637,-3.61777011,-2.422350966,4.352989553,111.5187864,0,0,final,2_0,0,3_2_0,-1
01010000A0E61000006C2E57AF222E6140D7968DB69C5B12C0BD0A00C01E95B1C0,16,3,78,158.9,398917006.2,398917750.3,-4.589465,137.441734,8146817.21,-272039.1497,-4501.120117,6.08,86.65,0,0,6.08,86.65,0.094495,-0.023199,0.097293,-2.304264,5.414164685,-1.329204789,5.574478276,-132.0246021,7.005321,7.005321,final,3_78,7.005321,16_3_78,-1
01010000A0E61000003DD99D4A222E6140F40421E48B5B12C0BD0A00C06295B1C0,21,3,100,162.1,399360690.5,399361043.5,-4.589401,137.441686,8146814.363,-272035.346,-4501.385742,4.66,320.15,0,0,4.5,33.4,0.081274,-0.050702,0.095763,-2.874368,4.656657184,-2.905010613,5.486815734,-164.6891552,4.90158,11.906901,final,3_100,11.906901,21_3_100,-1
01010000A0E61000000CE2CFFB232E6140CF8C1A7E8C5B12C0A2FAFF1F5D96B1C0,22,3,260,162.6,399449582.1,399450378.1,-4.589403,137.441892,8146826.607,-272035.482,-4502.36377,12.18,90.29,0,0,16.13,76.92,-0.074949,-0.022397,0.078218,1.127776,-4.294261379,-1.283253574,4.481561282,64.61680504,15.135191,27.042092,final,3_260,27.042092,22_3_260,-1
01010000A0E6100000C7607359262E6140FA5179FB975B12C07A1500809C96B1C0,24,3,372,163.7,399620288.1,399622880.2,-4.589447,137.442181,8146843.725,-272038.08,-4502.611328,17,98.62,0,0,32.61,88.03,-0.0288,-0.023916,0.037433,2.033314,-1.65011845,-1.370285863,2.144752915,116.5003106,21.507459,48.549551,final,3_372,9.7099102,24_3_372,-1
01010000A0E61000008DD366C3282E614077FF6F40E75B12C0BD0A00C00697B1C0,26,3,530,164.8,399801815.9,399803903,-4.58975,137.442476,8146861.191,-272056.004,-4503.026367,24.66,135.47,0,0,52.73,108.37,-0.024279,0.004355,0.024666,0.789332,-1.391084231,0.24952312,1.413257697,45.22539223,29.794759,78.34431,final,3_530,15.668862,26_3_530,-1
01010000A0E610000018F3B22F2C2E614095D20FBF485C12C0000000008F97B1C0,29,4,0,166.4,400065232.1,400066814.2,-4.590122,137.442894,8146885.959,-272078.049,-4503.558594,30.95,137.21,0,0,82.24,119.16,0.051518,-0.04107,0.065874,-2.098207,2.951763969,-2.353137665,3.77430218,-120.2184056,30.55539,108.8997,final,4_0,20.3788758,29_4_0,-1
01010000A0E610000008C9D6862F2E6140D3ABBECA685C12C05E0500E09A98B1C0,38,4,404,171.3,400866023.2,400867743.8,-4.590244,137.443302,8146910.129,-272085.295,-4504.60498,32.46,99.66,0,0,109.11,114.91,-0.004732,-0.054317,0.054523,1.580736,-0.271123629,-3.112134856,3.123937786,90.56950132,32.347895,141.247595,final,4_404,25.8681388,38_4_404,-1
01010000A0E61000003CEB487D322E6140D3493A737C5C12C000000000C298B1C0,39,4,468,171.9,400953512.8,400954875.9,-4.590319,137.443663,8146931.566,-272089.74,-4504.757813,21.97,109.11,0,0,130.58,112.83,0.038485,-0.107943,0.114573,1.49282,2.205028075,-6.184678328,6.564549346,85.53228557,21.696229,162.943824,final,4_468,27.1803464,39_4_468,-1
01010000A0E61000008D2E10B4362E61401332CA84325C12C05E0500E07798B1C0,40,4,916,172.4,401044455.5,401046243.1,-4.590037,137.444178,8146962.057,-272073.023,-4504.468262,34.91,61.32,0,0,154.64,102.23,0,0.014993,0.014993,1.55764,0,0.859035622,0.859035622,89.246198,37.219224,200.163048,final,4_916,30.3226994,40_4_916,-1
01010000A0E610000011C4CA013A2E61408D5D83C0005C12C05E0500E0F398B1C0,41,4,1238,173,401131212.5,401133455.5,-4.589847,137.444581,8146985.961,-272061.77,-4504.952637,26.47,65.08,0,0,175.95,97.39,-0.016784,-0.030984,0.035237,1.557633,-0.961652363,-1.775252432,2.018931383,89.24579693,26.885716,227.048764,final,4_1238,29.7408908,41_4_1238,-1
01010000A0E6100000CD0061DB3D2E614076795DE0335C12C000000000379BB1C0,42,4,1632,173.5,401221526.6,401224041.7,-4.590042,137.445051,8147013.818,-272073.33,-4507.214844,30.51,112.45,0,0,205.38,99.51,-0.065995,-0.033713,0.074096,1.916378,-3.781234969,-1.931612615,4.245388079,109.8003714,32.016638,259.065402,final,4_1632,30.0331404,42_4_1632,-1
01010000A0E6100000703FC6FB3F2E61400E86FDCCA55C12C043F5FF3FDF9BB1C0,43,4,2002,174.1,401312161.5,401314567.5,-4.590477,137.44531,8147029.205,-272099.09,-4507.87207,30.02,149.34,0,0,226.3,105.28,-0.060252,-0.015813,0.062291,1.431658,-3.452185307,-0.906018161,3.569011402,82.02796111,29.999143,289.064545,final,4_2002,29.56339,43_4_2002,-1
01010000A0E61000000AADC949402E61403FA680029B5C12C0BD0A00C0139CB1C0,45,4,2100,175.2,401489143.2,401490802.2,-4.590435,137.445348,8147031.41,-272096.65,-4508.077148,3.27,40.18,0,0,228.19,104.62,-0.025385,-0.063322,0.068214,2.170114,-1.454453363,-3.62808335,3.908374304,124.3383733,4.452656,293.517201,final,4_2100,26.1146754,45_4_2100,-1
01010000A0E61000008D70A8A1452E6140D5BA47B3775C12C0BD0A00C05E9EB1C0,48,4,2644,176.8,401751632.5,401757540.7,-4.590301,137.446,8147070.072,-272088.666,-4510.370117,39.71,78.09,0,0,263.26,100.86,0.035427,-0.056894,0.067013,2.989617,2.029817581,-3.25978608,3.839562073,171.2924365,41.727642,335.244843,final,4_2644,27.016359,48_4_2644,-1
01010000A0E61000000B95B3C7492E6140FDFF0F08795C12C05E0500E016A0B1C0,49,4,2778,177.4,401844192.9,401845899.1,-4.590306,137.446506,8147100.09,-272088.967,-4512.089355,30.05,90.43,0,0,293.21,99.8,-0.046142,-0.076064,0.088942,1.556837,-2.643741858,-4.358146173,5.096001221,89.20018949,30.739033,365.983876,final,4_2778,27.7870224,49_4_2778,-1
01010000A0E6100000EE147851502E6140342DF607575C12C0BD0A00C08BA3B1C0,50,4,2956,178,401932079.2,401933980.2,-4.590176,137.447304,8147147.398,-272081.279,-4515.545898,47.83,80.96,0,0,339.25,97.14,-0.06452,0.019397,0.067369,0.789319,-3.696723694,1.111366235,3.85995937,45.22464739,48.897897,414.881773,final,4_2956,31.1632742,50_4_2956,-1
01010000A0E610000041F0EB32552E61408F61D52D395C12C07A15008096A4B1C0,52,4,3200,179.1,402107625.2,402110533.7,-4.590062,137.4479,8147182.713,-272074.529,-4516.587891,36.94,79.5,0,0,373.39,95.38,0.013737,-0.044257,0.046338,1.740964,0.787072123,-2.535739314,2.654971831,99.74988948,36.322063,451.203836,final,4_3200,32.4278582,52_4_3200,-1
01010000A0E610000071E2CE86552E6140A6D7A9133A5C12C01B1000A08EA4B1C0,53,4,3232,179.6,402200253.8,402200722,-4.590066,137.44794,8147185.084,-272074.732,-4516.557129,2.37,95.39,0,0,375.79,95.3,0.03397,-0.067624,0.075665,1.420999,1.94633763,-3.874569794,4.335285157,81.41724539,2.092718,453.296554,final,4_3232,31.9558706,53_4_3232,-1
01010000A0E6100000AC032572582E614018494F65395C12C01B1000A0DAA5B1C0,55,4,3416,180.8,402375912.8,402378124.8,-4.590063,137.448297,8147206.207,-272074.578,-4517.854004,21.26,90,0,0,396.41,95.09,-0.023177,0.093784,0.096597,0.003393,-1.327944282,5.373427386,5.534600414,0.19440458,23.481118,476.777672,final,4_3416,28.3065658,55_4_3416,-1
01010000A0E6100000B077F6E3582E61404CFEC1542D5C12C0E5EFFF5FE5A5B1C0,56,4,3474,181.3,402463316.8,402464170.9,-4.590017,137.448351,8147209.424,-272071.85,-4517.895996,4.2,49.9,0,0,399.96,94.66,0.023714,-0.009173,0.025426,-1.352313,1.358712115,-0.525574185,1.45680249,-77.48182748,5.933853,482.711525,final,4_3474,23.3455298,56_4_3474,-1
01010000A0E610000051CA7ACB582E6140D5BD5B162E5C12C0E5EFFF5FE5A5B1C0,57,5,0,181.9,402555947.8,402556551.8,-4.59002,137.448339,8147208.732,-272072.021,-4517.895996,0.712814843,256.7,0,0,399.96,94.66,0.021735,-0.010367,0.024081,-1.347921,1.245323768,-0.593985346,1.379739666,-77.23018442,1.783672,484.495197,final,5_0,13.9226848,57_5_0,-1
01010000A0E61000001890E4D0582E6140C6AF35D3275C12C0BD0A00C0D7A5B1C0,59,5,104,183,402732422.8,402733761.5,-4.589996,137.448342,8147208.885,-272070.605,-4517.842773,1.44,5,0,0,397.72,94.4,0.022363,-0.080475,0.083518,-1.454274,1.281305517,-4.610877856,4.785228913,-83.32376246,5.529379,490.024576,final,5_104,7.764148,59_5_104,-1
01010000A0E61000000A49B28E582E61409793B0992E5C12C01B1000A0E6A5B1C0,100,5,178,207.7,406373639.8,406374525.8,-4.590022,137.44831,8147207.014,-272072.137,-4517.900879,1.72,242.62,0,0,397.23,94.83,0.08938,-0.05472,0.10477,-1.53025,5.121096773,-3.135225055,6.00287882,-87.6768666,1.873701,491.898277,final,5_178,7.7203446,100_5_178,-1
01010000A0E6100000E041CAB55B2E61403105C2201B5C12C0A2FAFF1F40A6B1C0,102,5,388,208.9,406550521.9,406553432.4,-4.589948,137.448695,8147229.826,-272067.734,-4518.250488,22.29,78.58,0,0,419.64,93.93,0.06928,0.14361,0.15934,1.53312,3.969451605,8.228246896,9.129509508,87.84130549,25.304853,517.20313,final,5_388,8.0850916,102_5_388,-1
01010000A0E6100000EEA9508D5B2E614081A2AC5D145C12C043F5FF3F3CA6B1C0,111,5,432,214.4,407350954.2,407351737.2,-4.589922,137.448676,8147228.682,-272066.205,-4518.235352,0.43,100.54,0,0,418.35,93.62,0.09927,0.085,0.1306,0.98089,5.687752032,4.870141259,7.482828804,56.20085717,1.8879,519.09103,final,5_432,7.275901,111_5_432,-1
01010000A0E6100000155CC3CC5C2E614090B110AB9C5C12C0000000004AA6B1C0,120,5,726,220.6,-9999,-9999,-4.590442,137.448828,8147237.711,-272097.025,-4518.289063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mid,5_726,8.64895825,120_5_726,-1
01010000A0E6100000A97E8CD05C2E6140C99FEBF69C5C12C043F5FF3F46A6B1C0,120,5,742,220.6,408143397.2,408149150.4,-4.590443,137.44883,8147237.818,-272097.092,-4518.274414,30.18,165.41,0,0,429.26,97.54,-0.06729,0.012,0.06835,0.79535,-3.855433003,0.687549354,3.91616653,45.57019824,34.575589,553.666619,final,5_742,15.91051075,120_5_742,-1
01010000A0E61000000D17CD165F2E6140124210B5725C12C05E0500E0A7A6B1C0,121,5,926,221.2,408238188.2,408240916.3,-4.590282,137.449107,8147254.275,-272087.537,-4518.655762,19.02,59.8,0,0,445.91,96.21,0.02556,0.03418,0.04268,0.41698,1.464480124,1.958369744,2.44538387,23.89119414,24.205741,577.87236,final,5_926,21.49352075,121_5_926,-1
01010000A0E61000007DB490335F2E6140F5AEB9F4705C12C05E0500E0ADA6B1C0,122,5,938,221.9,408324291.3,408324411.4,-4.590275,137.44912,8147255.088,-272087.141,-4518.679199,0.89,63.21,0,0,446.8,96.21,-0.04632,0.05959,0.07546,1.13937,-2.653940507,3.414255501,4.323539522,65.2810923,1.000539,578.872899,final,5_938,15.41744225,122_5_938,-1
01010000A0E6100000B68EB111612E6140A28BE723375C12C000000000D4A7B1C0,123,5,1070,222.5,408414157.3,408415699.9,-4.590054,137.449349,8147268.602,-272074.068,-4519.828125,18.72,46.35,0,0,458.26,94.35,-0.10333,-0.05326,0.11621,0.64399,-5.920372897,-3.051573217,6.658342537,36.89790905,19.383259,598.256158,final,5_1070,19.791282,123_5_1070,-1
01010000A0E610000079BA9E7A602E614065CD8EA3055C12C0E5EFFF5FF7A7B1C0,124,5,1216,223.1,408502358.1,408503875.7,-4.589866,137.449277,8147264.332,-272062.875,-4519.966309,11.98,339.14,0,0,453.93,92.95,-0.11224,-0.02384,0.11473,0.57468,-6.430878293,-1.365931384,6.573544784,32.92673857,14.048432,612.30459,final,5_1216,18.642712,124_5_1216,-1
01010000A0E6100000892490EA602E6140F9F916BAC95B12C0BD0A00C0E2A8B1C0,125,5,1398,223.7,408587931.9,408589841.5,-4.589637,137.449331,8147267.496,-272049.328,-4520.885742,13.85,13.42,0,0,456.32,91.18,0.05372,0.02492,0.05922,-1.57412,3.077929275,1.427810825,3.393056063,-90.19043245,26.100834,638.405424,final,5_1398,16.947761,125_5_1398,-1
01010000A0E6100000DD8C4459612E614078042F305F5B12C07A1500804FA9B1C0,127,5,1576,225,408769241.3,408771785.1,-4.589231,137.449383,8147270.625,-272025.238,-4521.310547,24.11,7.49,0,0,459.61,88.25,-0.05138,0.06077,0.07956,0.79297,-2.943857151,3.481864521,4.558452218,45.43383428,32.813235,671.218659,final,5_1576,18.6692598,127_5_1576,-1
01010000A0E6100000AD16DB62612E6140CAD05FB3465B12C043F5FF3FF9A8B1C0,130,5,1662,226.8,409035720.9,409036695.4,-4.589137,137.449388,8147270.896,-272019.701,-4520.973633,5.5,2.73,0,0,460.11,87.57,0.12077,0.01857,0.12219,-0.62734,6.919611292,1.063982626,7.000971299,-35.94393432,5.572911,676.79157,final,5_1662,19.5837342,130_5_1662,-1
01010000A0E61000008CE93D53602E6140A3851B279C5B12C000000000F8A8B1C0,133,5,1858,228.7,409303153.5,409306668.1,-4.589463,137.449258,8147263.219,-272039.023,-4520.96875,20.75,201.75,0,0,451.95,89.9,0.06716,-0.0449,0.08076,-2.53678,3.847984552,-2.5725805,4.627207153,-145.3467876,21.743821,698.535391,final,5_1858,20.0558466,133_5_1858,-1
01010000A0E610000091F58522602E6140A584B250A75B12C01B1000A0DEA8B1C0,147,5,1902,238.2,410542750.9,410543102.5,-4.589506,137.449235,8147261.842,-272041.547,-4520.869629,2.88,207.95,0,0,450.5,90.2,0.05063,-0.0426,0.06615,-2.75476,2.900885317,-2.440800207,3.790115815,-157.8361216,2.985209,701.5206,final,5_1902,17.843202,147_5_1902,-1
01010000A0E6100000C9970A19602E614087943E0BAA5B12C07A150080D1A8B1C0,151,5,1916,240.7,410902154.1,410902207.5,-4.589516,137.449231,8147261.574,-272042.164,-4520.818359,0.74,202.08,0,0,449.9,90.38,0.10978,-0.06412,0.12707,-2.71712,6.289930675,-3.673805382,7.280574703,-155.6795084,0.698877,702.219477,final,5_1916,12.7628106,151_5_1916,-1
01010000A0E6100000A4875708602E6140E6D3D56EB35B12C07A1500807CA8B1C0,152,5,1954,241.3,410988075.6,410988410.3,-4.589552,137.449223,8147261.102,-272044.287,-4520.486328,2.15,192.46,0,0,449.96,90.64,0.13047,-0.11045,0.17074,-2.78017,7.475380353,-6.328318847,9.782681394,-159.2920073,2.354657,704.574134,final,5_1954,6.671095,152_5_1954,-1
01010000A0E6100000F938DB28602E614013DA6BEFAE5B12C000000000BCA8B1C0,159,5,1986,245.8,411614254,411614507.6,-4.589535,137.449238,8147262.021,-272043.27,-4520.734375,1.34,43.11,0,0,450.85,90.46,0.13065,-0.04951,0.13966,-2.37792,7.485693593,-2.836714044,8.001928567,-136.24478,1.372906,705.94704,final,5_1986,5.831094,159_5_1986,-1
01010000A0E6100000D662C3FD5F2E6140216EF803A55B12C043F5FF3FCFA8B1C0,162,5,2022,247.7,-9999,-9999,-4.589497,137.449218,8147260.803,-272041.027,-4520.80957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mid,5_2022,1.85291225,162_5_2022,-1
01010000A0E6100000C6744BEB5F2E6140645772AEA05B12C07A150080C4A8B1C0,162,5,2028,247.7,-9999,-9999,-4.58948,137.449209,8147260.281,-272040.047,-4520.767578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mid,5_2028,1.47548,162_5_2028,-1
01010000A0E6100000699C68B95F2E6140F1E9CA589D5B12C0BD0A00C0B6A8B1C0,162,5,2094,247.7,-9999,-9999,-4.589468,137.449185,8147258.871,-272039.293,-4520.713867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mid,5_2094,1.8637815,162_5_2094,-1
01010000A0E610000081A4405C5F2E6140F8D079FC985B12C05E0500E07FA8B1C0,162,5,2182,247.7,411873919.7,411876467.1,-4.589451,137.449141,8147256.238,-272038.307,-4520.499512,7.33,311.52,0,0,445,89.93,0.09218,-0.01029,0.09275,-2.43683,5.281524956,-0.589573571,5.31418355,-139.6200744,8.971344,714.918384,final,5_2182,5.172125,162_5_2182,-1
01010000A0E61000001BD065325F2E614069A7329A9F5B12C07A1500805EA8B1C0,163,5,2200,248.3,411960176.1,411960322.6,-4.589476,137.44912,8147255.055,-272039.803,-4520.369141,1.93,219.43,0,0,444.09,90.06,0.10924,-0.03049,0.1134,-2.41318,6.258990954,-1.746948317,6.497341397,-138.2650292,1.897495,716.815879,final,5_2200,5.4344195,163_5_2200,-1
01010000A0E6100000E61D91645F2E6140BBFFED08995B12C05E0500E07FA8B1C0,164,5,2232,248.9,-9999,-9999,-4.589451,137.449145,8147256.473,-272038.318,-4520.499512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mid,5_2232,5.4344195,164_5_2232,-1
01010000A0E61000006855CE525F2E6140520B7D3C9D5B12C05E0500E07DA8B1C0,164,5,2270,248.9,412053258.6,412053891.1,-4.589467,137.449136,8147255.971,-272039.268,-4520.491699,1.06,59.74,0,0,445.17,90.04,0.0977,-0.01765,0.09927,-2.77877,5.597797658,-1.011270508,5.687752032,-159.2117932,3.242088,720.057967,final,5_2270,4.703642333,164_5_2270,-1
01010000A0E610000033EAF8445F2E614073EA95ECA15B12C0BD0A00C074A8B1C0,166,6,0,250.2,412232373,412232949.5,-4.589485,137.449129,8147255.58,-272040.328,-4520.456055,1.69,217.94,0,0,444.81,90.13,0.05484,-0.07276,0.09108,2.89231,3.142100549,-4.168840917,5.218499598,165.717156,3.349001,723.406968,final,6_0,4.364982,166_6_0,-1
01010000A0E6100000897A8D295F2E6140520B7D3C9D5B12C07A1500805EA8B1C0,272,6,68,317.5,421638877.8,421639965.3,-4.589467,137.449116,8147254.805,-272039.268,-4520.369141,1.31,328,0,0,443.55,90,0.04161,-0.07124,0.08248,-2.8155,2.384077386,-4.081751333,4.725755894,-161.3162672,3.080169,726.487137,final,6_68,2.89218825,272_6_68,-1
01010000A0E610000024013D215F2E61405EE1D04AA05B12C07A1500805EA8B1C0,274,6,82,318.1,421819572.9,421819692.5,-4.589479,137.449112,8147254.57,-272039.959,-4520.369141,0.64,195.73,0,0,443.34,90.1,0.04526,-0.06897,0.08247,-2.79142,2.593206981,-3.951689913,4.725182936,-159.9365848,0.675352,727.162489,final,6_82,2.5866525,274_6_82,-1
01010000A0E6100000D47448205F2E61404D828145A65B12C01B1000A041A8B1C0,295,6,116,330.4,423679319.3,423681824,-4.589502,137.449112,8147254.543,-272041.311,-4520.256348,1.33,181.26,0,0,443.61,90.18,-0.07395,-0.01117,0.07479,0.71434,-4.237022895,-0.639993857,4.28515135,40.92866714,6.293481,733.45597,final,6_116,3.3280182,295_6_116,-1
01010000A0E61000000BAD4476602E614086FCE67CB85B12C000000000BBA8B1C0,297,6,224,331.5,423854806.2,423861697.8,-4.589571,137.449275,8147264.209,-272045.43,-4520.730469,10.51,112.98,0,0,453.48,90.81,0.07542,-0.03891,0.08485,-2.20536,4.321247691,-2.229378781,4.861546892,-126.3578203,19.812861,753.268831,final,6_224,6.6421728,297_6_224,-1
01010000A0E6100000A01386965F2E61407C0CD30AD05B12C01B1000A0E2A7B1C0,299,6,308,332.5,424033169.1,424045529.1,-4.589661,137.449168,8147257.885,-272050.756,-4519.885254,8.26,229.89,0,0,447.37,91.46,0.05224,-0.08466,0.09945,-2.22773,2.993131522,-4.850660694,5.698065273,-127.6395269,8.428022,761.696853,final,6_308,7.657977,299_6_308,-1
01010000A0E6100000783B682C5E2E614035F4121AE65B12C043F5FF3F52A7B1C0,301,6,410,333.6,424212747.1,424218822.1,-4.589745,137.448996,8147247.65,-272055.744,-4519.321289,11.39,243.9,0,0,436.85,92.11,0.04245,-0.02031,0.04705,-2.01787,2.43220584,-1.163677282,2.695766426,-115.6154346,12.019912,773.716765,final,6_410,9.4459256,301_6_410,-1
01010000A0E610000051D5E6E85D2E6140E65429DFEE5B12C0A2FAFF1FF9A6B1C0,302,6,450,334.1,424306464.2,424306906.3,-4.589779,137.448964,8147245.742,-272057.727,-4518.973145,2.76,223.71,0,0,435.2,92.47,0.15009,-0.05158,0.15865,-2.52822,8.599523547,-2.955316307,9.08997542,-144.8563357,2.74175,776.458515,final,6_450,9.8592052,302_6_450,-1
01010000A0E6100000E8FCD775602E61401778BCCB4F5C12C00000000038A7B1C0,307,6,560,336.3,424747046.4,424748146.7,-4.590148,137.449275,8147264.197,-272079.643,-4519.21875,28.61,139.96,0,0,454.81,95.11,0.08394,-0.10328,0.133,2.63728,4.809407732,-5.917508108,7.620338675,151.1050134,31.77603,808.234545,final,6_560,14.955715,307_6_560,-1
01010000A0E610000081A961A45E2E6140E713C70F8C5C12C043F5FF3F4DA6B1C0,308,6,646,337.3,424834054.9,424834915.5,-4.590378,137.44905,8147251.041,-272093.27,-4518.301758,18.96,224.03,0,0,443.3,97,0.0928,-0.01173,0.09354,-2.1849,5.317048339,-0.672079494,5.359447216,-125.1855487,21.997189,830.231734,final,6_646,15.3925806,308_6_646,-1
01010000A0E61000001FA447675E2E6140B161BCF48A5C12C00000000033A6B1C0,309,6,658,337.9,424931595.2,424931737.1,-4.590374,137.449024,8147249.314,-272093.02,-4518.199219,1.75,278.22,0,0,441.29,97,0.19933,0.07385,0.2124,-1.57009,11.42076773,4.231293317,12.16962357,-89.95953046,1.809439,832.041173,final,6_658,14.068864,309_6_658,-1
01010000A0E61000001DBB88785D2E6140E858232FA05C12C0BD0A00C03DA6B1C0,313,6,704,340,425280609.1,425281101.6,-4.590455,137.44891,8147242.566,-272097.82,-4518.241211,8.29,234.49,0,0,435.35,97.74,0.01304,0.10666,0.10745,1.82995,0.747136965,6.111167843,6.156431509,104.8484117,9.25123,841.292403,final,6_704,13.5151276,313_6_704,-1
01010000A0E61000003C13BCAD5C2E614064D0F2CBAD5C12C0000000002FA6B1C0,317,6,804,342.1,425637538.8,425639019.2,-4.590507,137.448813,8147236.834,-272100.898,-4518.183594,6.5,241.7,0,0,430.06,98.23,0.07684,-0.07192,0.10519,2.79859,4.402607698,-4.120712463,6.026943047,160.3473956,6.830148,848.122551,final,6_804,14.3328072,317_6_804,-1
01010000A0E6100000F9B12BFB5B2E61404E275F125E5C12C043F5FF3F69A6B1C0,324,7,0,345.8,426259726.1,426260297.2,-4.590203,137.448728,8147231.787,-272082.871,-4518.411133,18.66,344.42,0,0,422.5,95.91,0.04462,0.05676,0.07219,2.90796,2.556537682,3.252108445,4.136182323,166.613835,18.014264,866.136815,final,7_0,11.580454,324_7_0,-1
01010000A0E61000006CA985F9562E61402429C5895A5C12C000000000BAA4B1C0,327,7,136,347.4,426525032.4,426527325.7,-4.590189,137.448117,8147195.562,-272082.072,-4516.726563,36.12,271.37,0,0,386.62,96.37,0.20671,0.01406,0.20718,-2.07652,11.84361058,0.80557866,11.8705396,-118.9758321,40.023602,906.160417,final,7_136,15.1857366,327_7_136,-1
01010000A0E6100000813FBA34522E6140754646EF5D5C12C0E5EFFF5F69A3B1C0,329,7,270,348.4,426709116.2,426711839.2,-4.590202,137.447535,8147161.057,-272082.84,-4515.411621,34.51,268.67,0,0,352.51,97.15,0.03917,0.03604,0.05322,-2.01959,2.244275684,2.064939894,3.049281386,-115.7139833,41.114612,947.275029,final,7_270,23.0467712,329_7_270,-1
01010000A0E6100000638BD9914F2E6140BB5124D8AF5C12C043F5FF3FE1A1B1C0,331,7,368,351,426880834.4,426882210.7,-4.590515,137.447213,8147141.982,-272101.361,-4513.879883,26.58,225.96,0,0,336.8,100.6,0.10197,-0.00833,0.10231,-2.4241,5.842450637,-0.477273843,5.861931202,-138.8906991,28.019405,975.294434,final,7_368,26.8004062,331_7_368,-1
01010000A0E6100000FF2A9A8C4E2E6140CFDCA5C0E15C12C07A150080E3A0B1C0,333,8,0,351.5,427057197.3,427058181.9,-4.590705,137.447088,8147134.598,-272112.646,-4512.888672,13.73,213.83,0,0,331.79,102.78,0.02102,-0.05751,0.06123,-2.83232,1.204357285,-3.29508028,3.50822058,-162.2799822,15.523483,990.817917,final,8_0,28.5390732,333_8_0,-1
01010000A0E6100000539517AC4B2E6140983836495F5D12C01B1000A0089FB1C0,335,8,132,352,427231891.9,427234961.1,-4.591184,137.446737,8147113.781,-272141.031,-4511.033691,34.4,216.6,0,0,319.07,108.55,0.09884,0.03746,0.10568,-2.46212,5.663114847,2.146299901,6.055017979,-141.0690847,38.190462,1029.008379,final,8_132,32.5743128,335_8_132,-1
01010000A0E61000004A544EFE472E6140ECC5AF89A55D12C01B1000A01E9DB1C0,336,8,234,352.5,427319998.9,427323117.1,-4.591452,137.446288,8147087.162,-272156.916,-4509.119629,31.05,239.39,0,0,299.6,113.07,0.09308,-0.0045,0.09319,-2.09632,5.333091157,-0.257831008,5.339393693,-120.1102885,32.943376,1061.951755,final,8_234,31.1582676,336_8_234,-1
01010000A0E610000076F5E17F432E61403DA9E07EF85D12C000000000E19AB1C0,337,8,494,353,427411610.8,427416510.4,-4.591769,137.44574,8147054.646,-272175.674,-4506.878906,37.46,240.07,0,0,279.14,119.27,0.07773,-0.02477,0.08158,-2.05808,4.453600942,-1.419216459,4.674189693,-117.9192979,37.674302,1099.626057,final,8_494,30.4702056,337_8_494,-1
01010000A0E6100000727E1DD03F2E6140E87C51C24A5E12C0E5EFFF5FE398B1C0,338,8,610,353.6,427498511.6,427501342.8,-4.592082,137.44529,8147027.971,-272194.275,-4504.888184,32.59,235.14,0,0,266.69,125.56,0.06465,-0.02987,0.07121,-2.13656,3.704172146,-1.711424934,4.080032459,-122.4158707,34.123713,1133.74977,final,8_610,31.6910672,338_8_610,-1
01010000A0E61000000937E14B372E6140A7EFDB8B475F12C01B1000A0FB97B1C0,340,9,0,354.6,427670713.2,427678829.4,-4.593047,137.44425,8146966.348,-272251.434,-4503.98291,84.2,227.26,0,0,262.5,143.85,-0.01054,0.02791,0.02983,-2.04821,-0.603897516,1.599125206,1.709133103,-117.3537886,100.271917,1234.021687,final,9_0,48.640754,340_9_0,-1
01010000A0E610000090AEEC66322E6140F0462447156012C07A1500802C95B1C0,342,9,236,355.6,427853781.7,427858740.8,-4.593831,137.443652,8146930.934,-272297.953,-4501.173828,58.49,217.42,0,0,285.12,155.11,0.0651,0.02866,0.07112,-2.67625,3.729955246,1.642097041,4.074875839,-153.3378299,62.406753,1296.42844,final,9_236,53.4840122,342_9_236,-1
01010000A0E61000008747DDE72D2E6140CF1CDFCE166012C0E5EFFF5F1E94B1C0,343,9,366,356.1,427944866.2,427947548.4,-4.593837,137.443104,8146898.4,-272298.299,-4500.118652,32.66,269.63,0,0,273.31,161.38,0.03951,0.05269,0.06584,-2.06925,2.263756249,3.018914623,3.772354123,-118.5592918,33.665291,1330.093731,final,9_366,53.6283952,343_9_366,-1
