sclk,File_name,Target_plan,SiO2,SiO2_RMSEP,SiO2_shots_stdev,TiO2,TiO2_RMSEP,TiO2_shots_stdev,Al2O3,Al2O3_RMSEP,Al2O3_shots_stdev,FeOT,FeOT_RMSEP,FeOT_shots_stdev,MgO,MgO_RMSEP,MgO_shots_stdev,CaO,CaO_RMSEP,CaO_shots_stdev,Na2O,Na2O_RMSEP,Na2O_shots_stdev,K2O,K2O_RMSEP,K2O_shots_stdev,Sum_of_Oxides,Spectrum_Total
547960786,CL5_547960786CCS_F0630346CCAM01695P1.SAV,Mason_Point_ccam,31.252069,6.7225232,1.329,12.532063,5.8270783,0.776836181,0,2.53597,0.35,10.82171,2.7820997,0.69,5.5715125,1.9229153,0.615,4.2848999,1.4934003,0.2,0.90774685,0.53463358,0.2,0.16013095,0.54545432,0.2,65.530133,2.69E+15
547960889,CL5_547960889CCS_F0630346CCAM01695P1.SAV,Mason_Point_ccam,19.132887,6.9873323,1.729,11.120517,5.1513,0.371225183,0.004975662,2.53597,0.57,14.32231,3.2909553,0.725,6.1253272,1.9945666,0.99,3.7150898,1.3490492,0.3,0.98834204,0.55822664,0.3,0.16783603,0.5483681,0.3,55.577285,2.59E+15
547960954,CL5_547960954CCS_F0630346CCAM01695P1.SAV,Mason_Point_ccam,17.438677,6.9181538,1.3313,10.818838,5.0075178,0.212636729,0,2.53597,0.58,12.024847,2.9592674,0.715,6.1421655,1.9959099,1.875,3.6310433,1.3273703,0.2,0.96026835,0.54957461,0.2,0.16717369,0.5483681,0.2,51.183012,2.43E+15
547961020,CL5_547961020CCS_F0630346CCAM01695P1.SAV,Mason_Point_ccam,15.404406,6.8410225,1.7313,15.307296,7.1594634,0.561790558,0.00024994,2.53597,0.31,13.045072,3.1083357,1.87,6.2656138,2.0133734,1.735,4.0996735,1.4454063,0.2,1.0800991,0.58213085,0.2,0.18364015,0.55136597,0.2,55.386051,2.33E+15
411692592,CL5_411692592CCS_F0051986CCAM02160P3.SAV,Mavor,12.147203,6.7512546,1.3336,12.690364,5.9037628,0.508504572,0,2.53597,0.55,13.932885,3.2345197,1.955,6.3258453,2.0214331,1.645,4.3099218,1.5013993,2.3,1.2114104,0.6108216,2.3,0.17207513,0.5483681,2.3,50.789704,2.50E+15
411692668,CL5_411692668CCS_F0051986CCAM02160P3.SAV,Mavor,17.722786,6.9294305,1.7336,9.754519,4.4946928,0.479250342,0.016639599,2.5369966,0.39,19.271899,4.1061029,0.965,6.0343107,1.9813325,1.775,3.9394302,1.4044294,0.2,1.0261965,0.56927031,0.2,0.17117047,0.5483681,0.2,57.936951,2.42E+15
411692737,CL5_411692737CCS_F0051986CCAM02160P3.SAV,Mavor,16.082398,6.8652062,1.3359,12.402278,5.7647724,0.328330486,0.018196846,2.5369966,0.78,16.037118,3.5535085,1.995,6.312622,2.0187466,1.76,3.0627585,1.1973131,0.6,1.065105,0.57958961,0.6,0.17603203,0.55136597,0.6,55.156509,2.29E+15
411692847,CL5_411692847CCS_F0051986CCAM02160P3.SAV,Mavor,14.928982,6.825531,1.7359,11.939595,5.5443063,0.702951489,0.023195555,2.5369966,0.21,19.977892,4.2177119,1.705,6.2011351,2.0039699,0.65,2.9360238,1.1721745,0.1,1.1109218,0.58937979,0.1,0.17268458,0.5483681,0.1,57.290429,2.50E+15
411692916,CL5_411692916CCS_F0051986CCAM02160P3.SAV,Mavor,14.295307,6.8058071,1.3382,14.238101,6.6466389,0.296907064,0,2.53597,0.98,14.862074,3.3705182,0.865,6.2375276,2.0093431,0.95,2.7090144,1.1259351,2.6,1.0354952,0.57196569,2.6,0.1767773,0.55136597,2.6,53.554298,2.56E+15
411693087,CL5_411693087CCS_F0051986CCAM02160P3.SAV,Mavor,18.876101,6.9771056,1.7382,11.921382,5.5347199,0.487275898,0,2.53597,0.96,15.52562,3.4726593,1.92,5.8580841,1.9595473,0.53,3.3993932,1.2727709,0.8,1.0555097,0.57704824,0.8,0.16937778,0.5483681,0.8,56.805468,2.40E+15
411693198,CL5_411693198CCS_F0051986CCAM02160P3.SAV,Mavor,14.968189,6.8268294,1.3405,12.853,5.9804468,0.828971908,0.022447346,2.5369966,0.84,18.58735,3.9912159,0.905,6.1361595,1.9959099,0.9,3.2937321,1.247944,1.6,1.0888108,0.58467215,1.6,0.17100437,0.5483681,1.6,57.120693,2.21E+15
411693267,CL5_411693267CCS_F0051986CCAM02160P3.SAV,Mavor,15.612425,6.8484912,1.7405,9.4044238,4.3269463,0.864738364,1.3373762,2.6208308,0.3,25.791743,4.7404623,1.82,5.3384552,1.894828,0.62,3.0432993,1.1931233,0.4,1.07121,0.57958961,0.4,0.16123774,0.54545432,0.4,61.76017,2.14E+15
411693336,CL5_411693336CCS_F0051986CCAM02160P3.SAV,Mavor,28.764153,6.9615068,1.3428,7.0042167,3.176686,0.208524113,1.4728707,2.6312516,0.29,28.283611,4.922606,1.675,5.5386619,1.9192518,1.89,2.4096047,1.0698709,0.3,0.82795261,0.50934541,0.3,0.16379737,0.54545432,0.3,74.464868,2.07E+15
430599902,CL5_430599902CCS_F0140000CCAM01373P3.SAV,Maya,13.875158,6.7935743,1.7428,6.0548909,2.7213745,0.708153535,2.1386322,2.6914916,0.7,26.269848,4.7755742,0.905,5.9028173,1.9646733,1.86,2.5946358,1.1028229,0.4,0.89914862,0.53152555,0.4,0.16690785,0.5483681,0.4,57.902038,1.93E+15
430599972,CL5_430599972CCS_F0140000CCAM01373P3.SAV,Maya,16.556935,6.8834548,1.3451,7.4419545,3.3875673,0.504393332,2.9242762,2.7748771,0.46,16.638823,3.6526704,1.54,5.7535354,1.945451,0.7,2.2608428,1.0435257,0.3,0.8767092,0.52530962,0.3,0.1587367,0.54545432,0.3,52.611813,1.93E+15
430600036,CL5_430600036CCS_F0140000CCAM01373P3.SAV,Maya,27.769762,7.026515,1.7451,7.5559179,3.4450803,0.389543892,4.0263307,2.9132016,0.43,23.441812,4.5685592,0.845,5.3995774,1.9021552,1.64,2.4269366,1.0733837,0.4,0.95541173,0.54957461,0.4,0.16434563,0.54545432,0.4,71.740094,1.80E+15
430600157,CL5_430600157CCS_F0140000CCAM01373P3.SAV,Maya,34.776149,6.2392879,1.3474,6.639057,3.0041468,0.48833341,3.6535036,2.8636096,0.1,30.758945,5.1040187,1.62,5.9424113,1.9697992,0.535,2.8533299,1.1533204,0.6,0.88797005,0.52841759,0.6,0.15251531,0.54270434,0.6,85.663881,1.86E+15
430600323,CL5_430600323CCS_F0140000CCAM01373P3.SAV,Maya,25.983277,7.1008186,1.7474,7.5299428,3.4307022,0.675542855,2.1190271,2.6895945,0.66,19.871821,4.201406,1.55,6.2014735,2.0039699,1.87,2.4447447,1.07514,0.1,0.8335465,0.50934541,0.1,0.16237333,0.54545432,0.1,65.146206,1.83E+15
430600387,CL5_430600387CCS_F0140000CCAM01373P3.SAV,Maya,30.555997,6.7995124,1.3497,9.2595314,4.2598481,0.637305872,0.73260404,2.5771384,0.87,17.473787,3.795325,0.805,5.2752746,1.8875008,1.55,2.4036395,1.0681146,1.2,0.68015762,0.45938808,1.2,0.15954566,0.54545432,1.2,66.540536,2.22E+15
430600508,CL5_430600508CCS_F0140000CCAM01373P3.SAV,Maya,26.147554,7.0957761,1.7497,9.7486014,4.4946928,0.724567234,1.8889076,2.6677763,0.84,28.022031,4.9035873,1.775,5.5595416,1.9216942,1.81,2.5198728,1.0893407,0.4,0.79695274,0.49959201,0.4,0.1608323,0.54545432,0.4,74.844294,1.92E+15
430600674,CL5_430600674CCS_F0140000CCAM01373P3.SAV,Maya,37.065901,5.885787,1.352,7.2492456,3.2965047,0.471696617,3.5669573,2.8535037,0.91,29.997431,5.0484247,0.785,4.8522183,1.8373185,1.68,2.3588824,1.0610893,0.5,0.7751405,0.49295399,0.5,0.1546897,0.54270434,0.5,86.020466,1.92E+15
430600738,CL5_430600738CCS_F0140000CCAM01373P3.SAV,Maya,32.303548,6.5935321,1.752,8.8238072,4.0489674,0.662100142,2.2311323,2.7005284,0.78,21.522888,4.4140687,1.94,5.3554428,1.8972703,0.685,2.6296114,1.1105269,0.2,0.73571129,0.47963154,0.2,0.16301284,0.54545432,0.2,73.765154,1.86E+15
413913208,CL5_413913208CCS_F0060000CCAM07184P3.SAV,McGrath,13.129485,6.7737288,1.3543,13.375513,6.2344623,0.586652391,0,2.53597,0.99,7.8910667,2.3624771,0.985,6.8688548,2.0964823,0.615,4.1207543,1.450739,0.2,0.91067288,0.53463358,0.2,0.17583492,0.55136597,0.2,46.472182,4.55E+15
413913277,CL5_413913277CCS_F0060000CCAM07184P3.SAV,McGrath,12.425437,6.7574453,1.7543,14.39792,6.7233229,0.389731169,0,2.53597,0.44,9.9992495,2.6606889,1.87,7.1023486,2.130198,1.945,3.2264515,1.2344021,0.2,1.075307,0.58213085,0.2,0.16995189,0.5483681,0.2,48.396666,4.18E+15
413913344,CL5_413913344CCS_F0060000CCAM07184P3.SAV,McGrath,15.028228,6.8287773,1.3566,9.3363997,4.2981901,0.767152915,0,2.53597,0.16,8.4437819,2.4372511,1.51,6.720425,2.0753999,1.825,4.6942058,1.6056192,0.1,0.81062758,0.50288117,0.1,0.1685145,0.5483681,0.1,45.202182,3.91E+15
413913411,CL5_413913411CCS_F0060000CCAM07184P3.SAV,McGrath,11.341018,6.7359648,1.7566,11.195058,5.1896429,0.965822336,0,2.53597,0.81,12.232609,2.9899361,0.75,7.0193357,2.11847,1.925,4.0940597,1.4427401,0.2,0.9471852,0.54662335,0.2,0.16936688,0.5483681,0.2,46.998633,3.46E+15
413913631,CL5_413913631CCS_F0060000CCAM07184P3.SAV,McGrath,14.416204,6.8093019,1.3589,8.6395967,3.9626975,0.70960987,0,2.53597,0.03,9.3893919,2.5716357,1.785,6.7325958,2.0768054,0.645,4.513272,1.5558589,0.1,0.83608732,0.51257747,0.1,0.16491238,0.54545432,0.1,44.69206,3.50E+15
413913700,CL5_413913700CCS_F0060000CCAM07184P3.SAV,McGrath,13.687671,6.7881141,1.7589,8.8726903,4.0729303,0.610788569,0,2.53597,0.51,10.340977,2.7108879,1.735,6.7731066,2.0824275,0.505,4.4804148,1.5475655,0.3,0.90610545,0.53463358,0.3,0.16411011,0.54545432,0.3,45.225075,3.37E+15
413913767,CL5_413913767CCS_F0060000CCAM07184P3.SAV,McGrath,14.631497,6.8157921,1.3612,9.4357261,4.346118,0.694033116,0,2.53597,0.17,8.8186235,2.4903145,1.745,6.8219611,2.0894549,1.79,4.7190899,1.6139995,0.3,0.84928072,0.5158096,0.3,0.16690868,0.5483681,0.3,45.443087,3.25E+15
413913834,CL5_413913834CCS_F0060000CCAM07184P3.SAV,McGrath,14.813791,6.8216352,1.7612,9.5830008,4.4132161,0.737986205,0,2.53597,0.92,9.4033396,2.573071,1.545,6.9411303,2.1067414,0.52,4.2838417,1.4934003,0.1,0.87718979,0.52530962,0.1,0.16405832,0.54545432,0.1,46.066352,3.18E+15
413913901,CL5_413913901CCS_F0060000CCAM07184P3.SAV,McGrath,15.353862,6.8392444,1.3635,8.7642769,4.0202103,0.391874959,0,2.53597,0.71,9.473159,2.5832424,1.535,6.5181558,2.0472901,0.775,4.2815674,1.4934003,0.2,0.86129032,0.51904172,0.2,0.16368519,0.54545432,0.2,45.415996,3.03E+15
413913968,CL5_413913968CCS_F0060000CCAM07184P3.SAV,McGrath,16.476228,6.8803902,1.7635,6.9444281,3.1479292,0.532958233,0,2.53597,0.91,11.097178,2.8236756,0.58,6.0305765,1.9813325,0.77,4.1480302,1.4587379,0.4,0.78931329,0.49627298,0.4,0.1568872,0.54545432,0.4,45.642641,2.76E+15
414268037,CL5_414268037CCS_F0060000CCAM01189P3.SAV,McGrath,16.188879,6.8692803,1.3658,7.0457707,3.2006497,0.156920157,0,2.53597,0.21,12.024111,2.9592674,1.92,6.5663626,2.0543175,2,4.6729481,1.6000903,0.3,0.77656143,0.49295399,0.3,0.15326822,0.54270434,0.3,47.4279,3.07E+15
414268107,CL5_414268107CCS_F0060000CCAM01189P3.SAV,McGrath,19.512721,7.0026236,1.7658,4.4846496,1.9689122,0.729224506,0.78543366,2.5810585,0.58,17.061339,3.7241323,1.53,5.4652782,1.9107034,1.84,3.5960027,1.3201439,0.3,0.79701082,0.49959201,0.3,0.15210286,0.54270434,0.3,51.854538,2.81E+15
414268174,CL5_414268174CCS_F0060000CCAM01189P3.SAV,McGrath,18.561849,6.9640155,1.3681,7.3424257,3.3396397,0.25562611,0.24887564,2.5488043,0.72,16.169412,3.574769,1.85,5.1030178,1.8664068,1.885,4.0476481,1.4324418,0.4,0.8344559,0.50934541,0.4,0.15345118,0.54270434,0.4,52.461135,3.11E+15
414268395,CL5_414268395CCS_F0060000CCAM01189P3.SAV,McGrath,13.323122,6.7786093,1.7681,6.115,2.7549238,0.208611931,0,2.53597,0.55,13.827986,3.2201638,0.985,6.6872139,2.0711834,1.91,4.2613524,1.4880676,0.2,0.86395849,0.51904172,0.2,0.16067535,0.54545432,0.2,45.239308,2.98E+15
414268464,CL5_414268464CCS_F0060000CCAM01189P3.SAV,McGrath,16.566655,6.8838377,1.3704,5.5726275,2.4913225,0.81193896,0.36360653,2.5548036,0.25,19.427614,4.1322184,0.765,5.9935413,1.9762065,1,3.0125293,1.1868386,0.2,0.84770759,0.5158096,0.2,0.15440609,0.54270434,0.2,51.938687,2.86E+15
