geom,Name,TerrainMIN,TerrainMAX,Color
0103000020E6100000010000000D000000424877F00A2C6140C8067F6CA4A912C0E7AB83FE0A2C61406F06F20E95A912C098EE18170B2C61405CAE74D48BA912C061DCB1510B2C61404DA4F2D68AA912C0BA21E27A0B2C6140380F0F1380A912C035F43CDC0B2C6140788BB30281A912C091396D050C2C61404DA4F2D68AA912C0AF6448BE0B2C6140AC979E079EA912C03643959C0B2C6140BB7425D6B6A912C0064829680B2C614074AB402DB9A912C0C98F23770B2C6140C3D5707F9EA912C0C6DE7B370B2C61407F1BFA179DA912C0424877F00A2C6140C8067F6CA4A912C0,PR,1,1,1
0103000020E610000001000000270000000A4124260A2C614002B00B4708AA12C07856E5CA0A2C61403B885E3102AA12C0490C21D60A2C6140EF061D9312AA12C03B9EDFD90A2C61400940525C24AA12C013541BE50A2C6140DE5891302EAA12C0C17C2CB80A2C61407A1FF39C4CAA12C08D75CE060B2C614064CD153561AA12C079078D0A0B2C614058C8788672AA12C079078D0A0B2C6140D712360390AA12C08069DC890B2C61400F2E8F49A9AA12C0471326180C2C6140523F17FDB4AA12C0F99194ED0C2C614058E36802BCAA12C0A1AEB3430D2C61406C784CC6C6AA12C032622B570C2C61408F6E4668F9AA12C032E23A530C2C61400A3B2840FAAA12C077306BFE0B2C6140E813D1670CAB12C0A0DC0AC1092C61406739D62487AB12C0EAE1506B062C614085ECFE355AAB12C0A3CE003D072C61406F6B26623AAB12C08B057503082C614041C0860605AB12C02403AB1D082C61402DFCA7D6C5AA12C05FBBB00E082C614007E14E90ACAA12C0D2D071B3082C61400A4737E882AA12C099C20EC0072C6140B58CC08081AA12C066B4ABCC062C6140362EF81379AA12C04476D954062C614011A882916AAA12C0BD978C76062C6140D7E33A975BAA12C005F83734062C6140B8733F5546AA12C0D158A2C0062C61402F27BA5D35AA12C0AA42C2EA062C6140F3088CE320AA12C061993E1E072C6140AB53B22A0EAA12C0C6CEF950072C6140332B56D101AA12C015956921082C6140B299E6E40DAA12C006925A73082C6140A30C6E580DAA12C015956921082C6140709449361FAA12C02403AB1D082C61400FE4A3612BAA12C00DEBC623092C614057AD880A29AA12C04E051C94092C6140EF061D9312AA12C00A4124260A2C614002B00B4708AA12C0,CP,7,9,5
0103000020E6100000010000006500000033F16C3A142C614024670EAF50A912C0A9F5A204122C614007396DD0C5A912C088B7D08C112C6140E59EEC5DCCA912C01C53B727112C6140B26AEB78D9A912C0864E7CCB0F2C6140A4654ECAEAA912C0E9EEF6310F2C6140F567683CFAA912C01539BB260F2C6140C8D7B85C0EAA12C03A2835DE0F2C6140FB4EC09D20AA12C03DD9DC1D102C6140BA292DFA29AA12C0A1AEB3430D2C61406C784CC6C6AA12C0F99194ED0C2C614058E36802BCAA12C0471326180C2C6140523F17FDB4AA12C08069DC890B2C61400F2E8F49A9AA12C079078D0A0B2C6140D712360390AA12C079078D0A0B2C614058C8788672AA12C08D75CE060B2C614064CD153561AA12C0C17C2CB80A2C61407A1FF39C4CAA12C013541BE50A2C6140DE5891302EAA12C03B9EDFD90A2C61400940525C24AA12C0490C21D60A2C6140EF061D9312AA12C07856E5CA0A2C61403B885E3102AA12C00A4124260A2C614002B00B4708AA12C0AFAC9B3C0A2C61408E137162FFA912C07B4FE088092C61406804032103AA12C0D5E36872092C6140BAFA318EF5A912C0D68119F3082C6140656F1F5DF8A912C056FE1652082C61401EA63AB4FAA912C0066705B4072C61400FCC2FEFF7A912C0ADAB16AC082C6140795A1754F0A912C09D442F3E092C6140DD6610B0E9A912C0295D84AD092C614037498FA0E4A912C0606BE7A00A2C61408BF827BCD0A912C0C81E59C60A2C6140BF4B12DDC3A912C036D2CAEB0A2C6140CF242089A9A912C0424877F00A2C6140C8067F6CA4A912C0C6DE7B370B2C61407F1BFA179DA912C0C98F23770B2C6140C3D5707F9EA912C0084829680B2C614074AB402DB9A912C03843959C0B2C6140BB7425D6B6A912C0B16448BE0B2C6140AC979E079EA912C091396D050C2C61404DA4F2D68AA912C035F43CDC0B2C6140788BB30281A912C0BA21E27A0B2C6140380F0F1380A912C061DCB1510B2C61404DA4F2D68AA912C098EE18170B2C61405CAE74D48BA912C03EF2F84E0B2C6140FFCCBADA76A912C053F66DE90B2C6140BBB0FDD663A912C02BB0E61B0C2C61409A88115D60A912C000EDDE2A0C2C6140A51B63E26CA912C01BC961230C2C6140380F0F1380A912C0D3A21A360C2C61402EE2C44E8BA912C06951F88F0C2C61403DD3560D8FA912C0E52353F10C2C6140B99C3BB68CA912C0D6B511F50C2C614072E761FD79A912C0030357400D2C6140C193EFA875A912C066FFA7670D2C61401EE23C1B7AA912C00565A6BF0D2C61402CD3CED97DA912C07ACF38E30D2C61402CE349D481A912C0BFEF06120E2C6140FB5737A384A912C055361C2E0E2C6140C747BCA880A912C0A9CAA4170E2C61404311A1517EA912C0263BB0F90D2C61400F0126577AA912C0EFEA72460E2C61409B74066D75A912C08F9FC95E0E2C6140A208DD7778A912C0192FBE7C0E2C614053AB21C477A912C0564913ED0E2C61400F0126577AA912C098B839DC0E2C6140917ED7FF82A912C01CE065BC0E2C6140B6AD3B3687A912C02B5420770E2C6140AD60FB7C8AA912C0A9CAA4170E2C6140AD60FB7C8AA912C0E482AA080E2C6140D38F5FB38EA912C0167E163D0E2C61404F69BF5690A912C0D4BF978D0E2C61409413BBC38DA912C08293D7E10E2C614011DD9F6C8BA912C0D621E70C0F2C61407950808286A912C050439A2E0F2C6140828D45417FA912C007CEFA800F2C614099CB17B97FA912C005C881C20F2C61404E7DCA467BA912C0F50AE805102C6140263FF8CE7AA912C0A027075C102C6140C83741AE7CA912C0C465D9D3102C6140F9C253DF79A912C0FECE8604112C6140EAD1C12076A912C010EE6F40112C6140EAD1C12076A912C09A7D645E112C61406EF8617D74A912C006E27DC3112C61405F07D0BE70A912C071469728122C6140B2A25DEA71A912C0DB42E84F122C6140ED7AB0D46BA912C0FBD58B46122C614089EE90EA66A912C0CBDA1F12122C61407BFDFE2B63A912C0FA24E406122C61401752F6055EA912C03D45B235122C6140D36064475AA912C0F41E6B48122C6140091ACEF553A912C06389FD6B122C6140B917B48344A912C029CB7EBC122C6140DE4618BA48A912C08AC7CFE3122C6140825E4AD54AA912C0EDC3200B132C61404E4ECFDA46A912C03A4CB777132C6140746DB81647A912C012B39AC2132C6140888CA15247A912C05D8A89EF132C61405B20785D4AA912C03040C5FA132C614086E3B29E51A912C033F16C3A142C614024670EAF50A912C0,MS,6,10,4
0103000020E610000001000000090000003DD9DC1D102C6140BA292DFA29AA12C03A2835DE0F2C6140FB4EC09D20AA12C01539BB260F2C6140C8D7B85C0EAA12C0E9EEF6310F2C6140F567683CFAA912C0864E7CCB0F2C6140A4654ECAEAA912C01E53B727112C6140B26AEB78D9A912C088B7D08C112C6140E59EEC5DCCA912C0A9F5A204122C614007396DD0C5A912C03DD9DC1D102C6140BA292DFA29AA12C0,SMR,3,4,3
0103000020E610000003000000ED000000233EA8610D2C614017ACE4CC06A712C09EFD0B040D2C6140CD39117013A712C0375D919D0D2C6140DC2AA32E17A712C0935369060E2C614007FE586A22A712C086E5270A0E2C6140397560AB34A712C04BDEC9580E2C61401C7F313E42A712C08996CF490E2C6140311415024DA712C02E519F200E2C61409DC9EEBA5FA712C098B5B8850E2C61400F66899F68A712C03228DC6A0E2C614041AC4E8F6CA712C09F1003C30D2C614055867F9470A712C0523914960D2C61404A2AD19977A712C0D4B511F50C2C6140DF3188BA75A712C0A409FE800C2C614008053EF680A712C06951F88F0C2C6140ABE97BE597A712C0609BD9BB0C2C6140CA591227A5A712C09447ED2F0D2C6140FE79081CADA712C09EAFB56D0D2C6140669AFE10B5A712C0FFAB06950D2C6140837C228EBCA712C0AF7F46E90D2C61405610F998BFA712C0569C653F0E2C6140DB261EFBB9A712C01C95078E0E2C614069B9E74CB5A712C0ADDB1CAA0E2C614094A0A878ABA712C0BC495EA60E2C6140BC688068A1A712C0376B11C80E2C6140F540D3529BA712C03FD3D9050F2C6140CF116F1C97A712C0A6CF2A2D0F2C614065C214F18AA712C049A4F604112C6140198442798AA712C0E4A12C1F112C61408858056E9DA712C0962614B3112C61401223F7CFA2A712C062D6D6FF112C6140AF63E3B9B2A712C03E433309122C61408EE84B83B9A712C07AACE039122C61401C38A6AEC5A712C0B764E62A122C61409FB55757CEA712C0FA9A2810122C614051F575ECD3A712C06A5413F4112C6140FE94E504D8A712C00FEF9DF4112C614032C2E4EDDAA712C0DF137796112C614025DFF985E7A712C00E2A576C112C6140E4B966E2F0A712C07EE9BA0E112C614067F08139F3A712C09377E7D8102C614032629AD4FAA712C0E3206BA5102C614066085D5003A812C0F76AB858102C614078C5698702A812C077E13CF90F2C6140E6AD376C00A812C06611AC7D0F2C6140ACE9EF71F1A712C03CCD60470F2C614094BB98F4F4A712C08797D1730E2C6140B8410E7703A812C0CD5BC9E10D2C61406CB051DE0FA812C08B3BFBB20D2C614044F8F4E81DA812C0A1605DAD0D2C614044D46EFE2EA812C046CCD4C30D2C61400F91FFD73FA812C031A772C90D2C61405B0EB18048A812C08E2108D10D2C6140C80F081A55A812C0CAAA21A20D2C6140D9C38A395BA812C048D24D820D2C614010F3EE6F5FA812C0AB1DF7690D2C61400497407566A812C009B27F530D2C614047984D2E6EA812C0DAB6131F0D2C6140C1C8BE1D7AA812C0009F88940C2C61409E3EB9A584A812C04E062A130C2C61402F9D81128DA812C07E2283A70B2C6140C40E9AAD94A812C0DF59333E0B2C61400CD87E5692A812C0D3D7F8F00A2C614060380F3E8EA812C02587F57B0A2C61400D137C9A97A812C017827E4F0A2C614077525BCB9FA812C0A066D1FF092C61402635689EADA812C0480D1B72092C6140790F556F80A812C08A1AF2E1082C61402512D8AB5FA812C0C9DDA791082C61408DC5F98B5BA812C012E4C1E1072C61401B6A195A48A812C03ACC3657072C61404F8A0F4F50A812C0CC671DF2062C61408E06B43E51A812C09CBB097E062C6140A5307BC666A812C0172C1560062C6140640BE82270A812C0239A565C062C614073FC79E173A812C0953E4D50062C6140409487B778A812C05224F8DF052C6140D354A88670A812C080405174052C6140D354A88670A812C03E26FC03052C614040CF84FB7DA812C064FCFE4A052C6140C79B97025CA812C0359F4397042C61402A47A02861A812C0C08982F2032C61402B33953876A812C0FCDF3864032C6140C3FE935383A812C0D5F0BEAC022C6140C155A59F8DA812C055BC14CC012C614058F23F8496A812C0D8E9B96A012C61401424BE2CAAA812C072E7EF84012C6140969DDFDFCBA812C0D6717898012C61405A211E2FE0A812C0E07D6A15012C61406B5C1B73E5A812C04EF875CD002C6140F3FBA74CD4A812C091BC6D3B002C61405EC58CF5D1A812C024A7AC96FF2B6140DE66C488C9A812C05EAE0A48FF2B61404FD4FA36CEA812C0B2E043B2FE2B614058213BF0CAA812C039BF9090FE2B61404787BA7DD1A812C008C4245CFE2B6140B2D614A9DDA812C00462D5DCFD2B6140CFB83826E5A812C096FDBB77FD2B6140734665C9F1A812C0C1E530EDFC2B6140C757ED7CFDA812C02EE88F31FD2B6140791F947D00A912C05BE36607FD2B6140CEE7339219A912C0892D2BFCFC2B61405C378EBD25A912C06BA000C4FC2B6140DEC4BA6032A912C07E1A343DFC2B6140FBA6DEDD39A912C06E4AA3C1FB2B614062C7D4D241A912C07B56953EFB2B614088F6380946A912C045AA81CAFA2B61400F3CC2A144A912C0733CA1CBFA2B6140CD68CCB65EA912C03B1FD1EDFA2B61409CA71BD665A912C05918C3C6FA2B6140F288999071A912C045AA81CAFA2B6140ECD03C9B7FA912C073F445BFFA2B6140F918E0A58DA912C077A5EDFEFA2B6140F46083B09BA912C086757E7AFB2B61405C8179A5A3A912C07E698CFDFB2B6140D1C6023EA2A912C0DF5867B2FC2B6140F85A02649AA912C01E73BC22FD2B61408A14BE09B0A912C0AEB9D13EFD2B6140BA0D59E0CDA912C0FD9D36DEFC2B61402E54C616DFA912C0F58A3F1FFC2B6140F47B732CE5A912C05DDC61C5FB2B61402507865DE2A912C02EE1F590FB2B6140CA94B200EFA912C0A3A05933FB2B6140091157F0EFA912C016AF1596FA2B6140DE3DA1B4E4A912C05F24B543FA2B61405EDFD847DCA912C0124DC616FA2B61409CD507B5CEA912C03078A1CFF92B61409CE912A5B9A912C043412D09F92B6140C0408DBB93A912C071C1B5DCF82B6140D95C8C5D84A912C0479085C9F82B614081D8F3BB7DA912C0661DB001F92B6140DDF3B5CC66A912C0FE7C359BF92B61402FB3C9E256A912C049A37C88F92B61403B89025B41A912C0D33271A6F92B6140577F31C833A912C0B50796EDF92B6140A795562A2EA912C05CC265C4F92B61403F556A401EA912C094C9C375F92B6140C0F6A1D315A912C0B3A5466EF92B61400FDE62FF0BA912C01CA81054F92B6140CBECD04008A912C0F7E96B5FF92B61409FFB73F4F0A812C0A0865D32F92B614045CAC0D9F0A812C07E488BBAF82B6140FA8BEE61F0A812C0A9E1A76FF82B61407F8E08D4FFA812C0D47AC424F82B614055A747A809A912C0CF67CD65F72B61404E5A07EF0CA912C0B691C32BF72B614051B4ED6E12A912C028CEEAEEF62B61409C5C21611CA912C0BA973CEAF62B6140B08313B536A912C0B00E874CF72B61409F340B8146A912C0143943D4F72B61400681907857A912C03849AAEBF72B6140344310F872A912C0AA0295CFF72B61409C8F95EF83A912C08C756A97F72B6140FC72C62593A912C071F431DCF62B61405B56F75BA2A912C034DADC6BF62B61405B56F75BA2A912C0898F52B5F52B6140663CABCE90A912C004552F16F52B614000B528937AA912C09DA1BDF0F42B6140ED8D363F60A912C0819D4856F42B6140F924E27D5EA912C091AFB391F32B61409AF2A8135FA912C0E25EB01CF32B6140A0E5024D56A912C0C7D7FEA2F22B6140FEF049633BA912C0A84AD46AF22B61404409374029A912C0E344C8FEF42B6140DB5BE63CB4A812C0CFAF20E4F52B6140F7419AAFA2A812C08EEB2876F62B6140813012FC96A812C0B2ED99ECF72B614023E6547F79A812C0AE43F7EEF82B6140427167B076A812C0D33271A6F92B61401A9914C67CA812C05F24B543FA2B61400CA8820779A812C0E0F60FA5FA2B61409ECF2F1D7FA812C05918C3C6FA2B61406B9B2E388CA812C02D304E51FB2B6140976EE47397A812C0D53E26EAFB2B6140B092866494A812C0F93BE75EFC2B61408A3A4C5974A812C0AAB350F2FB2B61400D657CAB59A812C0AAB350F2FB2B6140EF96631E3DA812C009AA285BFC2B6140087E244A33A812C0B8D93E70FD2B6140EB9B00CD2BA812C05739C409FE2B6140DB01805A32A812C08D4022BBFD2B614060389BB134A812C04D26CD4AFD2B61402D049ACC41A812C08CDED23BFD2B6140A54486B651A812C0EFE09C21FD2B6140F9BB8DF763A812C0A71CA5B3FD2B61405076045F65A812C0360EE950FE2B6140F626AA3359A812C005137D1CFE2B6140876262394AA812C024EFFF14FE2B614056EB5AF837A812C0B2E043B2FE2B614040997D904CA812C05EAE0A48FF2B614066C8E1C650A812C024A7AC96FF2B6140FE87F5DC40A812C0702F4303002C614031BCF6C133A812C0E14404A8002C61400031E49036A812C040EC8350012C6140425677342DA812C00B96CDDE012C6140257453B725A812C0A6F55278022C6140F1535DC21DA812C030854796022C61406B5143500EA812C0C4202E31022C61407CEBC3C207A812C02823F816022C6140FB5D971FFBA712C01FB5B61A022C6140CE8AE1E3EFA712C0698CA547022C614021B07487E6A712C00E352625022C6140ADBA184ED6A712C03FF38892022C61401EB51136D5A712C06F9F9C06032C6140EA941B41CDA712C0D2F7C3EE032C61407727E592C8A712C0F4359666042C61402BBAAEE4C3A712C09246C33F052C6140A2DF4188BAA712C0BE908734052C6140EC3D0AF5C2A712C01925101E052C6140EA941B41CDA712C0AD719EF8042C614044F3E3ADD5A712C052DD150F052C61402459633BDCA712C049207C52052C6140DAE68FDEE8A712C0A365AC7B052C6140CE8AE1E3EFA712C0005C84E4052C61401DF81792F4A712C07A7D3706062C614081A320B8F9A712C05DA1B40D062C61405F09A04500A812C0E3E94F49062C61409697120A06A812C0A17A295A062C6140F747B8DEF9A712C07B982DA3062C6140484E6246F0A712C08E68BE1E072C614081163A36E6A712C07EDF8685062C61401B0C2382DFA712C0137B6D20062C6140F0386D46D4A712C0223807DD052C61405C45C115C1A712C0DD1DB26C052C6140F1F566EAB4A712C0A31654BB052C61406CF34C78A5A712C0E730A92B062C614029E2C4C499A712C09CBB097E062C6140164DE1008FA712C09F0A623E062C6140A2B0461C86A712C0ED8BF368052C614094BFB45D82A712C0466FD412052C61401CAE2CAA76A712C0084829680B2C614033A2133AF9A612C082CB2B090C2C6140B8A42DAC08A712C0872D7B880C2C6140A2665B3408A712C0CA47D0F80C2C6140AF6BF8E2F6A612C00A13CDA80D2C6140A9C7A6DDEFA612C055EABBD50D2C6140C6A9CA5AF7A612C0233EA8610D2C614017ACE4CC06A712C00E000000CF1FCA73082C6140B0D0D346BEA712C09AAF9DC3082C6140D3D54D4CD6A712C0F9942A20092C6140CFAAE667D3A712C0DBF65F310A2C61403407EF9DC0A712C0933268C30A2C6140F1F566EAB4A712C07656E5CA0A2C6140242A68CFA7A712C06B37FC8E0A2C6140F956B2939CA712C06B37FC8E0A2C6140CD83FC5791A712C0541813530A2C6140F86ABD8387A712C07B0088C8092C6140065C4F428BA712C0D69410B2092C6140332F057E96A712C02AC7491C092C61405D02BBB9A1A712C0FF1A36A8082C6140EB5115E5ADA712C0CF1FCA73082C6140B0D0D346BEA712C00D000000CD88CEA8FA2B6140C786E8E831A912C0638604C3FA2B61405D2383CD3AA912C00D54CB58FB2B61406DD10E301FA912C0D8AEBC26FC2B6140A4BD6C0A04A912C04CBD7889FB2B6140CFA42D36FAA812C0A13E0AB4FA2B614054BB5298F4A812C067B24E22FA2B61401BF11DFEF1A812C08B6E7938FA2B6140719D7615FCA812C0F821EB5DFA2B614055A747A809A912C08D1F2178FA2B6140F41698C81DA912C015E94D4AFA2B61403112BB3323A912C0B0FBA370FA2B6140C1E296E32AA912C0CD88CEA8FA2B6140C786E8E831A912C0,CPR,7,10,5
0103000020E6100000010000000A000000530BF539EA2B61404C7BB82FF2AA12C0A216C885EA2B6140A17835F312AB12C08C728B7BEB2B6140022C489527AB12C07A00E8AFEA2B6140BA7E769039AB12C08D1253EBE92B6140A943794C34AB12C0688528B3E92B6140A17835F312AB12C00CDEA80AE92B61409A23EC21FCAA12C012675EA8E82B6140AA72F455ECAA12C03707809FE92B61401564EFDEBFAA12C0530BF539EA2B61404C7BB82FF2AA12C0,CPS,6,7,4
0103000020E6100000010000001100000072C1B5DCF82B6140D95C8C5D84A912C044412D09F92B6140C0408DBB93A912C03078A1CFF92B61409CE912A5B9A912C0124DC616FA2B61409ED507B5CEA912C00F9C1ED7F92B6140BE1112B2DBA912C080D8459AF92B61402E30402CF0A912C022AE8912F92B614035D49131F7A912C008AA1478F82B6140B90AAD88F9A912C0C0894649F82B614022E89C21E2A912C0E89F261FF82B61403337A555D2A912C03ED25F89F72B6140B18E7163C8A912C067E83F5FF72B6140574F9232C0A912C071F431DCF62B61405B56F75BA2A912C08B756A97F72B6140FC72C62593A912C0AA0295CFF72B61409C8F95EF83A912C0E699AD60F82B61400166205F8AA912C072C1B5DCF82B6140D95C8C5D84A912C0,PR,1,1,1
0103000020E6100000010000001D000000898F52B5F52B6140663CABCE90A912C034DADC6BF62B61405B56F75BA2A912C071F431DCF62B61405B56F75BA2A912C067E83F5FF72B6140574F9232C0A912C03FD25F89F72B6140B18E7163C8A912C0E99F261FF82B61403237A555D2A912C0C0894649F82B614022E89C21E2A912C008AA1478F82B6140B90AAD88F9A912C022AE8912F92B614035D49131F7A912C080D8459AF92B61402E30402CF0A912C00F9C1ED7F92B6140BE1112B2DBA912C0124DC616FA2B61409CD507B5CEA912C05F24B543FA2B61405EDFD847DCA912C0AB83B263FA2B6140D072EC46FBA912C0AA5E731EFA2B6140511C5E57FAA912C0071A6226F92B6140BC963ACC07AA12C03243312DF82B614020922FC40FAA12C01BBC7FB3F72B614036C086410CAA12C0DF246722F72B6140E817534F02AA12C0345D194BF62B6140B8CFAF44F4A912C0CFAF20E4F52B6140115E97A9ECA912C0AA1C7DEDF52B61405F1AD68BE1A912C0B4286F6AF52B6140DAF7C524CAA912C0748BDD1AF52B6140B881CB9CBFA912C0C63ADAA5F42B61407F07EF27B2A912C0397D7A27F42B61400252156F9FA912C0F2D96F19F42B6140605D5C8584A912C004552F16F52B614000B528937AA912C0898F52B5F52B6140663CABCE90A912C0,SMR,3,4,3
0103000020E6100000010000005500000057B5BFFDF02B61403A2CB0FB01AB12C08AD11892F02B6140ACADF199F1AA12C088D79150F02B6140FEBE794DFDAA12C09B6AB62AF02B61401569625000AB12C06544EE59F02B61405EA2AA830CAB12C057B5BFFDF02B61403A2CB0FB01AB12C04A96D6C1F02B6140A6A68C700FAB12C0108873CEEF2B6140C4292DBF22AB12C0BAECE5A2EE2B6140C51522CF37AB12C0162598CBED2B6140F5FFB72E29AB12C0082D15AEEC2B614055A8EB2033AB12C0445560BFEB2B6140B49F27472DAB12C08C728B7BEB2B6140022C489527AB12C0A316C885EA2B6140A17835F312AB12C0530BF539EA2B61404C7BB82FF2AA12C03707809FE92B61401564EFDEBFAA12C085624B12EF2B6140C8BCC8E0C4A912C013A9602EEF2B61402AA0F916D4A912C085624B12EF2B61408E277C52EAA912C0CD0BCFDEEE2B6140CB45AACCFEA912C027ADD5C8EF2B61406B4E6EA604AA12C0613E759BF02B61408E277C52EAA912C00F12B5EFF02B6140152AFF8EC9A912C0BADF7B85F12B6140D4677F0FAEA912C002838693F12B6140FC72C62593A912C0D7662DFFF12B6140A182EF287BA912C0BC62B864F12B61404C8572655AA912C060A7C95CF22B61409E0D192D2CA912C0A84AD46AF22B61404409374029A912C0C7D7FEA2F22B6140FEF049633BA912C0E25EB01CF32B6140A0E5024D56A912C091AFB391F32B61409AF2A8135FA912C0819D4856F42B6140F924E27D5EA912C09DA1BDF0F42B6140ED8D363F60A912C004552F16F52B614000B528937AA912C0F2D96F19F42B6140605D5C8584A912C0397D7A27F42B61400252156F9FA912C0C63ADAA5F42B61407F07EF27B2A912C0748BDD1AF52B6140B881CB9CBFA912C0B4286F6AF52B6140DAF7C524CAA912C0AA1C7DEDF52B61405F1AD68BE1A912C0CFAF20E4F52B6140115E97A9ECA912C0345D194BF62B6140B8CFAF44F4A912C0DF246722F72B6140E817534F02AA12C01BBC7FB3F72B614036C086410CAA12C00C120128F72B6140562163C91AAA12C0C3A32E67F62B6140D7C84A1B12AA12C0CFAF20E4F52B6140D1E9FBD105AA12C0BCABAB49F52B614035D49131F7A912C06902287DF52B6140D5F060FBE7A912C0750E1AFAF42B61401C094ED8D5A912C038F4C489F42B614069C58CBACAA912C08BA3C114F42B6140B881CB9CBFA912C0DFD5FA7EF32B6140C70BD114B5A912C0E5E1ECFBF22B6140613546A5AEA912C03891E986F22B61407F07EF27B2A912C08534F494F22B6140B76DC0ACD4A912C03645456FF22B6140756A53D0EAA912C02210B1CBF12B6140B22B5E3FEDA912C00F12B5EFF02B614060B7C26706AA12C0A864BC88F02B61400D5732800AAA12C0504079BFEF2B614031CD2C0815AA12C00720AB90EF2B61406C3A63B619AA12C02A3012A8EF2B614032B921182AAA12C0E40F4479EF2B61409E33FE8C37AA12C0C1F963A3EF2B614027BF62B550AA12C0021A32D2EF2B61408D46E5F066AA12C0473A0001F02B61409AC9853F7AAA12C04EBD3CE0EF2B6140DCDA0DF385AA12C0C4821941EF2B614095C2201698AA12C0EF1B36F6EE2B6140F0B2F712B0AA12C0CB8892FFEE2B614038A3CE0FC8AA12C0B36A3547F02B614056757792CBAA12C037221C07F12B61408BC861B3BEAA12C00706C372F12B614090BBBBECB5AA12C091465FD0F12B6140900AC420A6AA12C0AFCD104AF22B6140F5F4598097AA12C0CD5A3B82F22B614042769B1E87AA12C00DF8CCD1F22B61403A21524D70AA12C0430630C5F32B6140897A7D0B8AAA12C0480CA983F32B6140E51B4CD4B1AA12C0CD5A3B82F22B6140EBAB92E9CDAA12C0200A380DF22B6140B0654E8FE3AA12C0FBF9D0F5F12B61405DF1B2B7FCAA12C057B5BFFDF02B61403A2CB0FB01AB12C0,SM,1,3,2
0103000020E6100000010000000B0000009CE92CE0F82B61401A4BF0F85EAA12C0E699AD60F82B614082EA36F66DAA12C0AB85D1AEF72B61403442030464AA12C021C87130F72B61403949682D46AA12C028CEEAEEF62B614073DEB4BB20AA12C00C120128F72B6140562163C91AAA12C01BBC7FB3F72B614036C086410CAA12C03143312DF82B614020922FC40FAA12C0071A6226F92B6140BC963ACC07AA12C030B37EDBF82B61401D1758DE3BAA12C09CE92CE0F82B61401A4BF0F85EAA12C0,LBRp,1,1,1
0103000020E610000001000000170000000C120128F72B6140562163C91AAA12C028CEEAEEF62B614073DEB4BB20AA12C021C87130F72B61403949682D46AA12C0AB85D1AEF72B61403442030464AA12C0E699AD60F82B614082EA36F66DAA12C09CE92CE0F82B61401A4BF0F85EAA12C0FA0D70A9F92B614026E29B375DAA12C01825D474F92B614082EA36F66DAA12C023B402D1F82B6140DCDA0DF385AA12C057539844F82B614095C2201698AA12C0133943D4F72B6140A84C268E8DAA12C086F22DB8F72B614029974CD57AAA12C0B691C32BF72B61403A21524D70AA12C00DCA7554F62B614088A293EB5FAA12C0AB9FB9CCF52B6140982C996355AA12C08F95CB73F52B614086B69EDB4AAA12C0DCC18B1FF52B61408519B2FF25AA12C05681EFC1F42B61407E896BEA09AA12C07F1A0C77F42B61401FE137F8FFA912C0BCABAB49F52B614035D49131F7A912C0CEAF20E4F52B6140D1E9FBD105AA12C0C4A32E67F62B6140D7C84A1B12AA12C00C120128F72B6140562163C91AAA12C0,PR,1,1,1
0103000020E6100000010000001700000057539844F82B614095C2201698AA12C0BB0091ABF82B6140AEDC6CA3A9AA12C07763FF5BF82B61403D5B2B05BAAA12C0133943D4F72B6140F6423E28CCAA12C08CF8A676F72B6140F77D3B6CD1AA12C0506707A4F62B614008CD43A0C1AA12C03F690BC8F52B6140979A0A36C2AA12C06789346CF52B6140FAEED91FC4AA12C09DA736AFF42B614038A3CE0FC8AA12C0F55CACF8F32B614050D1258DC4AA12C0480CA983F32B6140E31B4CD4B1AA12C0440630C5F32B6140897A7D0B8AAA12C0621CBBA0F42B6140E792333174AA12C05681EFC1F42B6140DBEE18E370AA12C003D2F236F52B6140477D004869AA12C04BF2C065F52B61403F28B77652AA12C09195CB73F52B614086B69EDB4AAA12C0AB9FB9CCF52B6140982C996355AA12C00DCA7554F62B614088A293EB5FAA12C0B691C32BF72B61403A21524D70AA12C086F22DB8F72B614029974CD57AAA12C0133943D4F72B6140A84C268E8DAA12C057539844F82B614095C2201698AA12C0,LBRp,1,1,1
0103000020E6100000010000000E0000007F1A0C77F42B61401FE137F8FFA912C05681EFC1F42B61407E896BEA09AA12C0DCC18B1FF52B61408519B2FF25AA12C09195CB73F52B614086B69EDB4AAA12C04BF2C065F52B61403F28B77652AA12C003D2F236F52B6140477D004869AA12C05681EFC1F42B6140DBEE18E370AA12C0621CBBA0F42B6140E792333174AA12C035F4C489F42B614033910B3854AA12C0C8BD1685F42B6140C086E8AD2AAA12C0F55CACF8F32B614077E519E502AA12C0886EFA80F32B614045F63C1DE7A912C0D6CF81C0F32B61408290D013ECA912C07F1A0C77F42B61401FE137F8FFA912C0,Ridge,,,
0103000020E6100000010000000E0000006802287DF52B6140D5F060FBE7A912C0BCABAB49F52B614035D49131F7A912C07F1A0C77F42B61401FE137F8FFA912C0D6CF81C0F32B61408290D013ECA912C0886EFA80F32B614045F63C1DE7A912C0B3013E3DF32B61407A7584D2E1A912C08534F494F22B6140B76DC0ACD4A912C03891E986F22B61407F07EF27B2A912C0E5E1ECFBF22B6140613546A5AEA912C0DFD5FA7EF32B6140C70BD114B5A912C08BA3C114F42B6140B681CB9CBFA912C037F4C489F42B614069C58CBACAA912C0750E1AFAF42B61401C094ED8D5A912C06802287DF52B6140D5F060FBE7A912C0,LR,1,1,1
