geom,Name,TerrainMIN,TerrainMAX,Color
0103000020E6100000010000001E000000E9A1B82BF12B6140D26DB90564AF12C0CAF52C36F12B61401AD4822B6DAF12C0004CE3A7F02B6140B6146F157DAF12C0AAB0557CEF2B61401473378285AF12C08A232B44EF2B61400C12ECD89DAF12C02270B91EEF2B6140C434FC3FB5AF12C0078D31E4ED2B6140B72F5F91C6AF12C0BE36DEB9ED2B6140EA3F4BDBC7AF12C0941521C0EC2B614029CCF975CFAF12C0FE664366EC2B614012A232EEB9AF12C0DA8AC06DEC2B6140B55775719CAF12C07FE340C5EB2B6140135F2C929AAF12C03C7A9394EB2B6140BCB8C01A84AF12C016921E1FEC2B61404DF4782075AF12C052FBCB4FEC2B6140E3A41EF568AF12C0B5C1EFABEB2B614032B7D8B85FAF12C050217545EC2B6140D78774825BAF12C0666C872BED2B6140CB2DDE2746AF12C08DE07F78ED2B6140EDD951EA46AF12C04EE02609EF2B6140B3150AF037AF12C0F54B9E1FEF2B6140C87BF2470EAF12C033404A9AEF2B6140BE17C4E6FBAE12C0699D054EF02B6140E446281D00AF12C05C9113D1F02B6140A8C5E67E10AF12C0E1BEB86FF02B6140A20D8A891EAF12C0861739C7EF2B6140FDC2634231AF12C0CD3D80B4EF2B6140AD9833F04BAF12C0F32CFA6BF02B61408A55C4C95CAF12C033F8F61BF12B61409BEF443C56AF12C0E9A1B82BF12B6140D26DB90564AF12C0,MS,0,0,4
0103000020E610000002000000370000000FD74320D52B614015DB64D053AF12C0F4FAC027D52B61408FD84A5E44AF12C0D91E3E2FD52B61402589F03238AF12C0D2BCEEAFD42B6140E60C4C4337AF12C0CF0B4770D42B614097258B1741AF12C09D10DB3BD42B61402C19374854AF12C01725105DD32B6140187048945EAF12C0FAECB6A3D22B61401F008FA97AAF12C088DEFA40D32B6140517796EA8CAF12C0AED213C5D32B6140126B623A8FAF12C0A8C0F6F7D22B61404D21298DBAAF12C0A502D1B7D12B6140B63D8F8CDBAF12C095C9EB7ACF2B61402CA298960AB012C015EA1219CE2B61402CA298960AB012C0C81224ECCD2B6140AFCCC8E8EFAF12C03F76B1CDCC2B614067135F3AF6AF12C025932993CB2B614038EA3BA118B012C0DE88DBBCCB2B6140780E41C803B012C094F742F8CB2B6140D9B38914E6AF12C0C24107EDCB2B614077D98582ACAF12C0452054CBCB2B6140A545184279AF12C014DD9418CD2B6140102308DB61AF12C06516D3C4CD2B614073E21BF151AF12C08754A53CCE2B6140097FB6D55AAF12C0CDD0492CCF2B6140C23B47AF6BAF12C0947A93BACF2B6140D8D02A7376AF12C0455B510FD12B614051489B7E58AF12C07D69B402D22B61401C3CB0793BAF12C0095BF89FD22B61406FFBC38F2BAF12C05A94364CD32B614073B320851DAF12C0F8A46325D42B61404E84BC4E19AF12C0E2DBD7EBD42B6140344B878507AF12C08CA99E81D52B614091664996F0AE12C0E7EECEAAD52B614048B16FDDDDAE12C03C210815D52B6140D614D5F8D4AE12C0CB5A9F30D42B614051FEAF96DAAE12C0B428BF35D32B6140667F886AFAAE12C09C4537FBD12B6140F139FFD1FBAE12C073A51504D12B6140A5FB2C5AFBAE12C0A6512978D12B61407AE570C2D0AE12C005AA5060D22B6140C9CC31EEC6AE12C0CF539AEED22B61407AF97BB2BBAE12C0411A03D3D32B61404F26C676B0AE12C08EA2993FD42B614049827471A9AE12C0CF0B4770D42B6140B1B675569CAE12C0B442BB36D52B6140CF41888799AE12C0611082CCD52B61408F5F640A92AE12C03ED9B496D62B614039A5EDA290AE12C08F12F342D72B614015627E7CA1AE12C0ABEE753BD72B6140C6374E2ABCAE12C0B5FA67B8D62B6140C16BE644DFAE12C0FF20AFA5D62B6140AC9F7E5F02AF12C0194C8A5ED62B61401FE59E2D31AF12C0067CF9E2D52B6140F254EF4D45AF12C00FD74320D52B614015DB64D053AF12C007000000183FE497CD2B614016F2C456B6AF12C085A3FDFCCD2B61402D3427C49DAF12C0BC9764EFCC2B6140CAA707DA98AF12C058F0E446CC2B61404C35347DA5AF12C0E736FA62CC2B6140BB09F771B8AF12C0C5FF2C2DCD2B6140FD0A042BC0AF12C0183FE497CD2B614016F2C456B6AF12C0,CP,7,9,5
0103000020E6100000010000000B00000025932993CB2B614038EA3BA118B012C0BA83E1ACCA2B6140D83506D73DB012C0B470EAEDC92B6140881FE17443B012C0DBA7B723C92B614040526CD65EB012C0A3E23332C82B614040526CD65EB012C0A68CD62FC72B6140157FB69A53B012C0EA43582BC72B614056A8D93331B012C0FE7C3D68C92B6140CA016EBC1AB012C02EDAF81BCA2B61402345DDE209B012C0DE88DBBCCB2B6140780E41C803B012C025932993CB2B614038EA3BA118B012C0,CPS,6,7,4
0103000020E6100000010000001600000080586CB6012C6140FF59D3621EAC12C0E5309181012C614048748DCF41AC12C0A9C7E350012C6140C2B479B951AC12C090E6882D012C61400A7BE68E56AC12C0878911D9002C61407633381B62AC12C0CB4D0947002C6140807BDB2570AC12C0141201B5FF2B6140F3E811D474AC12C0A7FC3F10FF2B61402BC164BE6EAC12C0E9C0377EFE2B6140260908C97CAC12C0E45EE8FEFD2B6140B3F2E26682AC12C0E04BF13FFD2B6140C1E3742586AC12C0449D13E6FC2B6140156F875683AC12C0CC2C0804FD2B6140E5A06EC966AC12C05A6DA461FD2B6140E5A06EC966AC12C0ABA6E20DFE2B614002979D3659AC12C05774A9A3FE2B61409F1AF94658AC12C079B27B1BFF2B6140B3C3E7FA4DAC12C0C99C6107002C6140988AB2313CAC12C05B3F4DE4002C61400820FFBF16AC12C09859A254012C6140D751E632FAAB12C0B9E6CC8C012C614088C136530EAC12C080586CB6012C6140FF59D3621EAC12C0,LR,1,1,1
0103000020E6100000010000002B0000007EC58A84042C6140AC2AD1AD5AAB12C00AB7CE21052C61406561EC045DAB12C0EAE1506B062C614085ECFE355AAB12C01205AB7A062C61409D43B3506DAB12C00BA35BFB052C61400046CDC27CAB12C08F1F595A052C614072E267A785AB12C0144DFEF8042C6140C0B51DE390AB12C060C29DA6042C6140185C895AA7AB12C0A3869514042C61403CCEF3ECCAAB12C060BB9864032C614073FD5723CFAB12C06DC78AE1022C6140B3DF7BA0D6AB12C086F2659A022C6140F9FF7195DEAB12C0B23C2A8F022C61404A028C07EEAB12C0A9CEE892022C6140EB3DDB420FAC12C0D0C954C7022C614088AD2B6323AC12C0E799E542032C614088AD2B6323AC12C082F96ADC032C6140E3DC8F9927AC12C0D82BA446032C6140234529993DAC12C06916E3A1022C614026DA0C5D48AC12C02CFC8D31022C6140DE1028B44AAC12C04B962EDC012C61409A662C474DAC12C0EF50FEB2012C61401D9D479E4FAC12C0037660AD012C6140B74850C454AC12C08EB6FC0A022C61401BF458EA59AC12C01481FCBA012C6140B40C170764AC12C090E6882D012C61400A7BE68E56AC12C0A9C7E350012C6140C2B479B951AC12C0E5309181012C614048748DCF41AC12C080586CB6012C6140FF59D3621EAC12C0B8E6CC8C012C614088C136530EAC12C09859A254012C6140D751E632FAAB12C010CAAD36012C614073FD5723CFAB12C08E4DB0D7012C61403395BE23B9AB12C0A51D4153022C6140E292A4B1A9AB12C0123302F8022C61408634DC44A1AB12C0F6567FFF022C614056EC383A93AB12C058F7F965022C61400132C2D291AB12C092AFFF56022C61401FD1DFF379AB12C062B49322022C61401855A4CE48AB12C0D18E6F2D022C614017B1AFFA38AB12C06FEEF4C6022C61401708C14643AB12C0AD084A37032C614042DB76824EAB12C07EC58A84042C6140AC2AD1AD5AAB12C0,SMR,3,4,3
0103000020E6100000010000000900000077306BFE0B2C6140E813D1670CAB12C032E23A530C2C61400A3B2840FAAA12C032622B570C2C61408F6E4668F9AA12C02D4421200D2C61406421757EF5AA12C0554692960E2C614097557663E8AA12C0BB97B43C0E2C6140CF70CFA901AB12C0055CACAA0D2C61404B469F571CAB12C0EDDA73EF0C2C61401726A96214AB12C077306BFE0B2C6140E813D1670CAB12C0,CP,7,9,5
0103000020E6100000010000000600000032622B570C2C61408F6E4668F9AA12C0A1AEB3430D2C61406C784CC6C6AA12C0AAC723C10D2C614096698153D3AA12C031A6709F0D2C614001B9DB7EDFAA12C05BDC13BC0C2C614072F9D247E4AA12C032622B570C2C61408F6E4668F9AA12C0,CP,7,9,5
0103000020E6100000010000000C000000554692960E2C614097557663E8AA12C02D4421200D2C61406421757EF5AA12C032622B570C2C61408F6E4668F9AA12C05BDC13BC0C2C614072F9D247E4AA12C031A6709F0D2C614001B9DB7EDFAA12C0AAC723C10D2C614096698153D3AA12C0A1AEB3430D2C61406C784CC6C6AA12C0515C7B570E2C6140992F6EDB8CAA12C0D966C1C20E2C6140CE69EA1DA3AA12C042698BA80E2C61407F3FBACBBDAA12C0D5B519830E2C614049FC4AA5CEAA12C0554692960E2C614097557663E8AA12C0,MS,6,10,4
0103000020E6100000010000003C000000232BB9300E2C6140715B4EFB37AC12C0D5A222C40D2C61405951149E5AAC12C0D9AE14410D2C614048A3883B76AC12C04AA3D4A20A2C614055A825EA64AC12C0036912010A2C6140D735528D71AC12C0F2988185092C61406B29FEBD84AC12C07C8AC5220A2C6140DEC598A28DAC12C05EAE422A0A2C614079498BE8BCAC12C0380E2133092C6140A51C4124C8AC12C0141FA77B082C61405E535C7BCAAC12C0A509E6D6072C6140A221DED2B6AC12C023D53BF6062C6140EDE525CDC5AC12C0A6513955062C6140F3756CE2E1AC12C045F9116D052C61401D1ABEE7E8AC12C04E9CAF28032C61402EB43E5AE2AC12C010CAAD36012C61401FC3AC9BDEAC12C00A200B39022C61400942D4C7BEAC12C0B3DADA0F022C61408196CBA1B9AC12C0320880AE012C6140D7644DF9A5AC12C0DA249F04022C61400A13D95B8AAC12C0D518AD87022C6140DC96346C89AC12C09E244695032C61405B386CFF80AC12C0743CD11F042C614073763E7781AC12C08B0C629B042C61405D24610F96AC12C0256CE734052C61408353C5459AAC12C0FEE5C13E062C6140F12B183094AC12C06D993364062C614051DCBD0488AC12C09D949F98062C6140906C6DE473AC12C02686E335072C61406599B7A868AC12C01681F6FA082C61409E2E043743AC12C0FB1A3E360A2C6140C08515834DAC12C05911169F0A2C61409E420F272EAC12C05CC2BDDE0A2C61404EE9E36814AC12C009412CB40B2C6140FAD75BB508AC12C0EC1551FB0B2C61403CFDEE58FFAB12C03D3C98E80B2C6140897E30F7EEAB12C05F73651E0B2C6140650CC664CBAB12C0256C076D0B2C614072116313BAAB12C055181BE10B2C61407B72AEBCA1AB12C00EF2D3F30B2C6140FB8D70CD8AAB12C06C37041D0C2C61401698AA2A68AB12C0C0CB8C060C2C614010B152C941AB12C078306BFE0B2C6140E813D1670CAB12C0EDDA73EF0C2C61401726A96214AB12C0055CACAA0D2C61404B469F571CAB12C09A94BFD00C2C6140D048B9C92BAB12C0D84CC5C10C2C6140245A417D37AB12C0400037E70C2C6140EC6DE3A252AB12C0583217E20D2C61403ADB195157AB12C0E0C10B000E2C614002EFBB7672AB12C02837ABAD0D2C6140814D84E37AAB12C037A5ECA90D2C6140EAF3EF5A91AB12C047132EA60D2C6140CEFDC0ED9EAB12C07F1A8C570D2C614072116313BAAB12C0F07EA5BC0D2C61402C34737AD1AB12C0872D83160E2C61404FBAE8FCDFAB12C0421A33E80E2C61400E955559E9AB12C0421A33E80E2C614050A6DD0CF5AB12C044698BA80E2C6140DD4C49840BAC12C0232BB9300E2C6140715B4EFB37AC12C0,MS,6,10,4
0103000020E610000001000000250000000AD88766FA2B6140D00AE7DB1CAD12C019952123FA2B6140A54B3C90FCAC12C0C01390F8FA2B614080D9D1FDD8AC12C0CA3B70ACFA2B614091143013C8AC12C0DB8DC371FA2B6140D8504209BBAC12C05005D495FB2B614080AAD691A4AC12C0449D13E6FC2B6140156F875683AC12C0E04BF13FFD2B6140C1E3742586AC12C0E45EE8FEFD2B6140B3F2E26682AC12C0E9C0377EFE2B6140260908C97CAC12C0A7FC3F10FF2B61402BC164BE6EAC12C0141201B5FF2B6140F3E811D474AC12C0CB4D0947002C6140807BDB2570AC12C0878911D9002C61407633381B62AC12C090E6882D012C61400A7BE68E56AC12C01381FCBA012C6140B40C170764AC12C0966D1D09022C6140340EA5776BAC12C0BB0D3F00032C614097B9AD9D70AC12C0AAA60246042C6140038392466EAC12C00FFF292E052C614011882FF55CAC12C00F6179AD052C6140F59100886AAC12C0131221ED052C6140FB21479D86AC12C0266CE734052C61408353C5459AAC12C08B0C629B042C61405D24610F96AC12C0743CD11F042C614073763E7781AC12C09E244695032C61405B386CFF80AC12C0D418AD87022C6140DC96346C89AC12C0DA249F04022C61400913D95B8AAC12C0320880AE012C6140D7644DF9A5AC12C0B3DADA0F022C61408196CBA1B9AC12C00A200B39022C61400942D4C7BEAC12C010CAAD36012C61401FC3AC9BDEAC12C00269E2AC002C61408BCF006BCBAC12C076C6F6CFFF2B6140C2FE64A1CFAC12C035A59C1DFE2B6140891207C7EAAC12C00941DC27FC2B6140EC142139FAAC12C00AD88766FA2B6140D00AE7DB1CAD12C0,CP,7,9,5
0103000020E61000000100000063000000CCD77C3FF22B6140CE7DCCFEEDAC12C0D9E9E77AF12B6140BDB49051FEAC12C04EA94B1DF12B6140A74EA8F927AD12C0FC6F0D71F02B6140362478A742AD12C0CE25497CF02B6140E8A2360953AD12C04E5AF35CF12B61401942542A3BAD12C0A344D948F22B6140B4964B0436AD12C0A537E539F32B6140C534056824AD12C011F1CF1DF32B614070E87F7013AD12C0CE533ECEF22B6140A22C5354FCAC12C0CCD77C3FF22B6140CE7DCCFEEDAC12C0E964A777F22B6140B528832DD7AC12C0AAC09AD7F22B6140229F8F7BBFAC12C062109CBAF32B614034EE97AFAFAC12C0DBC8840CF42B6140F12B183094AC12C091257AFEF32B6140C1E3742586AC12C00F619F2FF42B614059AFCA4485AC12C0ACA6B2B9F42B6140E741949680AC12C08B120D31F52B61402CAD59CE83AC12C03E6310A6F52B6140260908C97CAC12C062EF384CF62B6140B9A6066B7FAC12C06DEE36BAF62B6140391CEF2CACAC12C09C80D81EF72B6140BA2FE856B9AC12C0103348B2F72B6140FC40700AC5AC12C0353C3479F82B614088751AEBC5AC12C0CDFE0A24F92B6140C7B288A5CCAC12C0E40280BEF92B61402FE73286CDAC12C0CA3B70ACFA2B614091143013C8AC12C0C01390F8FA2B614080D9D1FDD8AC12C019952123FA2B6140A54B3C90FCAC12C00AD88766FA2B6140D00AE7DB1CAD12C090D04654FA2B61408FA61D032CAD12C07BCCD1B9F92B61400599657645AD12C0262AC93DF92B6140CBD8566D2BAD12C0BFF993F7F82B6140768CD1751AAD12C087DE3CF5F82B6140DF4A81CE10AD12C0F89727D9F82B6140817285E808AD12C0BC000F48F82B6140DB7667D50BAD12C0F41B664AF82B6140286EA3FB05AD12C0695112BDF82B614037636EABFEAC12C06DCDD34BF92B61403C56C8E4F5AC12C0EA0F74CDF82B6140D8BA3AB9F4AC12C074E04019F82B614007C8E07FFDAC12C0555316E1F72B61403E42BDF40AAD12C03B42AD37F82B6140404DF24412AD12C0D61178F1F72B61409ED6E5F629AD12C045551A05F72B6140AC457B5552AD12C0E7A6A16FF72B61407C96E23966AD12C09ACFB242F72B614089CA7A5489AD12C053A26613F62B6140ECCC94C698AD12C03C708618F52B61403B26C084B2AD12C0EA7E9BEAF22B6140E46B491DB1AD12C089267402F22B6140906ECC5990AD12C0EEC6EE68F12B61400A6CB2E780AD12C06D924488F02B614098BB0C138DAD12C0EC5D9AA7EF2B614089CA7A5489AD12C017F7B65CEF2B6140D0A76AED71AD12C04579ACF5EE2B61400AB7954975AD12C00E82701EEE2B61402DF2276A8FAD12C09F6CAF79ED2B6140F35CDBDBB4AD12C0B6E6E2F2EC2B6140D2AE4F79D0AD12C040B1B41CEC2B614040739773DFAD12C071D05DECEB2B6140F69E303CE2AD12C071F473CFEA2B6140A16643A4F2AD12C0DC3E9133E92B6140CB4D04D0E8AD12C094C2EC43E82B614025C0D72CDCAD12C024FC835FE72B6140DEF6F283DEAD12C0B93FEE81E62B6140364AB499E7AD12C070B9768BE52B614074EA9EB4F1AD12C074631989E42B61409FBD54F0FCAD12C0B0717C7CE52B614074938D68E7AD12C0FDAABA28E62B614025C0D72CDCAD12C0F44F70EBE62B61405F12B594C7AD12C02F9F211BE52B614034B169EBDFAD12C096230CF6E42B61408A5AC067E2AD12C0DFB83AE8E42B61406E60DC54E3AD12C0A281BBC9E42B61401D4B2FC9B4AD12C0FB904819E62B6140DDB24E668CAD12C08D0EC624E62B61403E6F241F8CAD12C06BD4741EE72B6140146CB81486AD12C075E76BDDE72B6140F4AD1A826DAD12C00B964937E82B61401C2B7A335AAD12C0F1C6443FE92B6140967768F53AAD12C0072985AAE92B6140DD629F5C34AD12C0AC3631F0E92B61400953901330AD12C02837F7B1EA2B6140538A662C1EAD12C08084D5C2EA2B6140AF0B887219AD12C035B23812EC2B6140BCE38BBD32AD12C0CEAF6E2CEC2B61408A9B7FE854AD12C0239A5418ED2B6140D64BBCF278AD12C0656551C8ED2B6140E53C4EB17CAD12C022A1595AEE2B61402C06335A7AAD12C023B45019EF2B6140BCCF80CD47AD12C0A6E8FAF9EF2B614011B20D151FAD12C06FCDA3F7EF2B61407CC02F8C04AD12C0DF10D0FCF02B6140C4C8A16EEEAC12C00E6E8BB0F12B6140E32CC24BD1AC12C027727EE7F12B61409FE677C4E1AC12C0CCD77C3FF22B6140CE7DCCFEEDAC12C0,MS,6,10,4
0103000020E61000000100000021000000203130ABF42B614013982A8DE4AB12C041BE5AE3F42B61404D5C7287F3AB12C020DC5E2CF52B6140471A671EFEAB12C0CFAF9E80F52B61409B66EC150FAC12C0235820BBF52B61401611917E1AAC12C0EBB3131BF62B614043FFF60431AC12C06F717399F62B614018E97A9E44AC12C0EA81BFACF62B61403893A0404BAC12C06C6BFADAF62B614046D7E0245BAC12C0E330D73BF62B6140E1B14D8164AC12C0077A9D45F62B6140C091339074AC12C062EF384CF62B6140B9A6066B7FAC12C03E6310A6F52B6140260908C97CAC12C08B120D31F52B61402CAD59CE83AC12C0ACA6B2B9F42B6140E741949680AC12C00F619F2FF42B614059AFCA4485AC12C091257AFEF32B6140C1E3742586AC12C0DBC8840CF42B6140F12B183094AC12C062109CBAF32B614034EE97AFAFAC12C0AAC09AD7F22B6140229F8F7BBFAC12C0E964A777F22B6140B528832DD7AC12C0CCD77C3FF22B6140CE7DCCFEEDAC12C027727EE7F12B61409FE677C4E1AC12C00E6E8BB0F12B6140E32CC24BD1AC12C0C141CB04F22B61402391E228B4AC12C09D5FCF4DF22B6140D727A53A66AC12C03A637E26F22B6140572CF0F138AC12C05EDC0F24F22B61404FFC075EFDAB12C0810D0C13F32B6140848BD6BDF7AB12C07703F158F32B6140219B0CA5F5AB12C0938E44CEF32B6140F7A1FB1FF2AB12C03BAB6324F42B614043233DBEE1AB12C0203130ABF42B614013982A8DE4AB12C0,MR,6,10,5
0103000020E6100000010000000B000000A537E539F32B6140C534056824AD12C0A344D948F22B6140B4964B0436AD12C04E5AF35CF12B61401942542A3BAD12C0CE25497CF02B6140E8A2360953AD12C0FC6F0D71F02B6140362478A742AD12C04EA94B1DF12B6140A74EA8F927AD12C0D9E9E77AF12B6140BDB49051FEAC12C0CCD77C3FF22B6140CE7DCCFEEDAC12C0CE533ECEF22B6140A22C5354FCAC12C011F1CF1DF32B614070E87F7013AD12C0A537E539F32B6140C534056824AD12C0,CP,7,9,5
0103000020E6100000010000000D000000297DED59BD2B6140C696689FCFB312C0FE31E7E5BC2B61406B1E6E27CEB312C00E01EBA9BC2B6140C582D113B9B312C09C290A31BD2B61400C13E30FAEB312C09C4214BFBD2B6140727FB9D0B5B312C090362242BE2B61408184567FA4B312C03704E9D7BE2B6140059B7BE19EB312C0D392F9C5BE2B61407372C59795B312C0AB19AA7CBF2B6140E214065F90B312C0C7A6D4B4BF2B614058468407A4B312C0C3448535BF2B614051E5385EBCB312C0613BB60DBE2B61407A0F00E6D1B312C0297DED59BD2B6140C696689FCFB312C0,MS,0,0,4
0103000020E6100000010000002A000000ED5D9AA7EF2B614089CA7A5489AD12C06D924488F02B614098BB0C138DAD12C0EFC6EE68F12B61400A6CB2E780AD12C088267402F22B6140906ECC5990AD12C0EA7E9BEAF22B6140E46B491DB1AD12C03C708618F52B61403B26C084B2AD12C0E2DBFD2EF52B614097D6FC8ED6AD12C01C2BAF5EF32B6140116EFAC4F0AD12C03E4F85D5F12B614089E56AD0D2AD12C0109C6C1FF02B6140F448D0EBC9AD12C0BC00DFF3EE2B6140A432AB89CFAD12C0EF178985EE2B6140F75D36BDCFAD12C0639ABDA3EE2B6140DEF6F283DEAD12C066ADB462EF2B6140972D0EDBE0AD12C032B94D70F02B6140883C7C1CDDAD12C0B89E9F90F12B6140042657BAE2AD12C02203B9F5F12B6140972D0EDBE0AD12C087AA389EF22B6140EFD37952F7AD12C0EAAC0284F22B6140424B819309AE12C0F2BFF942F32B61409FA9490012AE12C09B8DC0D8F32B61408B14663C07AE12C063866227F42B61407A7AE5C90DAE12C056C9C86AF42B6140959F0FA334AE12C092D0261CF42B61407C3EC4F94CAE12C05C736B68F32B61404861D46064AE12C09B246C17F22B6140E5E42F7163AE12C0B23C5011F12B61409D1B4BC865AE12C0563F7366EF2B61407A95D54557AE12C0639ABDA3EE2B6140DF40DE6B5CAE12C0978E2496ED2B6140AC0CDD8669AE12C0C5D1E348EC2B6140DA9C8C6655AE12C040A43EAAEC2B61402B50B57728AE12C0F47DF7BCEC2B6140B25238B407AE12C02AD4AD2EEC2B61408928712CF2AD12C071D05DECEB2B6140F79E303CE2AD12C040B1B41CEC2B614040739773DFAD12C0B5E6E2F2EC2B6140D2AE4F79D0AD12C09F6CAF79ED2B6140F25CDBDBB4AD12C00E82701EEE2B61402CF2276A8FAD12C04679ACF5EE2B61400AB7954975AD12C018F7B65CEF2B6140D0A76AED71AD12C0ED5D9AA7EF2B614089CA7A5489AD12C0,CPS,6,7,4
0103000020E6100000010000000B00000022A1595AEE2B61402C06335A7AAD12C0656551C8ED2B6140E53C4EB17CAD12C08CFE6D7DED2B6140CA0319E86AAD12C0BA483272ED2B6140988C11A758AD12C0ABDAF075ED2B61401AEB42DE30AD12C0EBDAD3D6ED2B61400341B66808AD12C02BC14428EE2B6140334E5C2F11AD12C06FCDA3F7EF2B61407CC02F8C04AD12C0A6E8FAF9EF2B614011B20D151FAD12C023B45019EF2B6140BCCF80CD47AD12C022A1595AEE2B61402C06335A7AAD12C0,CPS,6,7,4
0103000020E610000001000000090000005CF605ACEC2B6140BED54735F7AC12C09046C1FBEB2B6140F678D84B0DAD12C08084D5C2EA2B6140AF0B887219AD12C0611D6803EB2B61405F351D5B07AD12C0DD3E1B25EB2B61403DF9125EFAAC12C0973F3E1DEB2B61407BD43A7CEFAC12C0CF25AF6EEB2B61401A8318D6EFAC12C0B27797D6EB2B6140B831F62FF0AC12C05CF605ACEC2B6140BED54735F7AC12C0,PR,0,0,1
0103000020E6100000010000000E000000973F3E1DEB2B61407BD43A7CEFAC12C0DD3E1B25EB2B61403DF9125EFAAC12C03A7D460CEA2B61405F351D5B07AD12C078A5911DE92B6140B32A91060EAD12C0A3F23594E82B614027E979D801AD12C0210A08B9E82B614027CBBBE0FDAC12C0C6757FCFE82B614082788C81F6AC12C0223EECD7E82B6140EEAF629AE4AC12C05B476DCCE82B614067F73513DBAC12C0787DA342E92B6140DD746556DFAC12C02951E396E92B6140DC396812DAAC12C003FA565EEA2B614064F3260FD6AC12C0A9858D77EA2B614056F4DE79DBAC12C0973F3E1DEB2B61407BD43A7CEFAC12C0,CPS,6,7,4
0103000020E6100000010000000D000000A458B628ED2B61406EBF22D3FCAC12C0EBDAD3D6ED2B61400341B66808AD12C0ABDAF075ED2B61401AEB42DE30AD12C0BA483272ED2B6140988C11A758AD12C08CFE6D7DED2B6140CA0319E86AAD12C0656551C8ED2B6140E53C4EB17CAD12C0239A5418ED2B6140D64BBCF278AD12C0CEAF6E2CEC2B61408A9B7FE854AD12C035B23812EC2B6140BCE38BBD32AD12C08084D5C2EA2B6140AF0B887219AD12C09046C1FBEB2B6140F678D84B0DAD12C05CF605ACEC2B6140BED54735F7AC12C0A458B628ED2B61406EBF22D3FCAC12C0,MR,6,10,5
0103000020E61000000100000014000000B0717C7CE52B614074938D68E7AD12C074631989E42B61409FBD54F0FCAD12C070B9768BE52B614074EA9EB4F1AD12C0B93FEE81E62B6140364AB499E7AD12C0771BC60AE62B6140EFD37952F7AD12C0CB4DFF74E52B614002695D1602AE12C0ED84CCAAE42B61405F2DA51011AE12C0B9C5C177E32B6140F3A6C6C332AE12C0515AA3D0E12B614066BDEB252DAE12C012A29DDFE12B61405F2DA51011AE12C01553451FE22B61401E5F8C83F4AD12C0A957807BE32B6140D2F155D5EFAD12C03949C418E42B61404AACCC3CF1AD12C086AB1E22E42B6140826E4E9CF0AD12C0DFB83AE8E42B61406E60DC54E3AD12C096230CF6E42B61408A5AC067E2AD12C02F9F211BE52B614034B169EBDFAD12C0F44F70EBE62B61405F12B594C7AD12C0FDAABA28E62B614025C0D72CDCAD12C0B0717C7CE52B614074938D68E7AD12C0,SM,1,3,2
0103000020E6100000010000000E0000001C2BAF5EF32B61400F6EFAC4F0AD12C0F3BFF942F32B61409FA9490012AE12C0EAAC0284F22B6140424B819309AE12C084AA389EF22B6140EFD37952F7AD12C02203B9F5F12B6140972D0EDBE0AD12C0B79E9F90F12B6140042657BAE2AD12C033B94D70F02B6140883C7C1CDDAD12C065ADB462EF2B6140972D0EDBE0AD12C0629ABDA3EE2B6140DEF6F283DEAD12C0EC178985EE2B6140F65D36BDCFAD12C0BD00DFF3EE2B6140A432AB89CFAD12C0109C6C1FF02B6140F448D0EBC9AD12C03E4F85D5F12B61408AE56AD0D2AD12C01C2BAF5EF32B61400F6EFAC4F0AD12C0,SM,1,3,2
0103000020E61000000100000012000000B9C5C177E32B6140F3A6C6C332AE12C0BDD4B616E32B6140E6A1291544AE12C09B478CDEE22B6140D7F39DB25FAE12C0CBF39F52E32B614079D8DBA176AE12C059520A8DE32B6140B3CF8DD17FAE12C0FE9FB3C6E32B6140994FE3E288AE12C03A0961F7E32B61407907D70DABAE12C06904CD2BE42B6140A5C68159CBAE12C0CBF39F52E32B6140654ADD69CAAE12C0587C8F2EE22B6140B4CB1E08BAAE12C0B0101818E22B6140B48818AC9AAE12C0AEAEC898E12B61401BDD0F8695AE12C0C47754D2E02B6140C18DB55A89AE12C0337A1EB8E02B6140CF92520978AE12C0957CE89DE02B614003844D924BAE12C0DB963D0EE12B6140D7B0975640AE12C0515AA3D0E12B614066BDEB252DAE12C0B9C5C177E32B6140F3A6C6C332AE12C0,SMR,0,0,3
0103000020E610000001000000060000006117BFF0E12B6140F168FA3D30AF12C096902F8BDF2B6140905173C63BAF12C0510044AEDF2B6140BD1F444D15AF12C0B50913D6E02B6140AB99CECA06AF12C08FD245A0E12B6140CA24E1FB03AF12C06117BFF0E12B6140F168FA3D30AF12C0,LR,1,1,1
0103000020E610000001000000090000006117BFF0E12B6140F168FA3D30AF12C08FD245A0E12B6140CA24E1FB03AF12C0B0101818E22B61407FC6188FFBAE12C0E5BC2B8CE22B6140569C5107E6AE12C077C166E8E32B6140BB475A2DEBAE12C0CEA44792E32B6140AD42BD7EFCAE12C0A604269BE22B6140329CE83C16AF12C04C0E4E32E22B614065BCDE311EAF12C06117BFF0E12B6140F168FA3D30AF12C0,SM,1,3,2
